system:index,0_cover_000_01,0_cover_01,10_cover_090_03,11_cover_135_03,12_cover_180_03,13_cover_225_03,14_cover_270_03,15_cover_315_03,16_cover_000_05,17_cover_045_05,18_cover_090_05,19_cover_135_05,1_cover_03,1_cover_045_01,20_cover_180_05,21_cover_225_05,22_cover_270_05,23_cover_315_05,24_cover_000_10,25_cover_045_10,26_cover_090_10,27_cover_135_10,28_cover_180_10,29_cover_225_10,2_cover_05,2_cover_090_01,30_cover_270_10,31_cover_315_10,32_cover_000_30,33_cover_045_30,34_cover_090_30,35_cover_135_30,36_cover_180_30,37_cover_225_30,38_cover_270_30,39_cover_315_30,3_cover_10,3_cover_135_01,40_cover_000_50,41_cover_045_50,42_cover_090_50,43_cover_135_50,44_cover_180_50,45_cover_225_50,46_cover_270_50,47_cover_315_50,48_cover_000_100,49_cover_045_100,4_cover_180_01,4_cover_30,50_cover_090_100,51_cover_135_100,52_cover_180_100,53_cover_225_100,54_cover_270_100,55_cover_315_100,5_cover_225_01,5_cover_50,6_cover_100,6_cover_270_01,7_cover_315_01,8_cover_000_03,9_cover_045_03,aspect,b0,b10,b100,b200,b30,b60,ba2023,ca2023,ca2024,elevation,hillshade,idaliaMSW,mTPI,qmd2023,severity,slope,topoDiversity,tpi001,tpi003,tpi009,tpi027,tpi081,windSpeedClass,.geo
0000000000000000026f_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.18181818181818182,0.1111111111111111,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.6585365853658537,0.6842105263157895,0.6829268292682927,0.02564102564102564,0.0,0.08641975308641975,0.0,0.0,0.2682926829268293,0.23714285714285716,0.8140845070422535,0.24857142857142858,0.29014084507042254,0.21367521367521367,0.061971830985915494,0.30857142857142855,0.09014084507042254,0.38170347003154576,0.0,0.29489795918367345,0.745158002038736,0.37448979591836734,0.3751274209989806,0.15188583078491336,0.29357798165137616,0.21326530612244898,0.1162079510703364,0.7076962283384302,0.878880407124682,0.0,0.28323289613612196,0.4538735983690112,0.44147582697201015,0.33579617834394904,0.34885496183206105,0.5392456676860347,0.5875318066157761,0.0,0.3205863607393244,0.5366839609128815,0.0,0.0,0.0,0.0,270,71,71,61,61,65,62,3.887575,0.32511565,0.2158642,58,184,20.418,0.3486996000450716,25.542633,0.33603874243737164,1,0.056116622,1.0,1.6551724137931032,0.1620553359683825,-1.5854084753167328,0.5116787257806052,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.96784533244544,32.127257168992585]}"
00000000000000000272_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.23684210526315788,0.24390243902439024,0.3076923076923077,0.2926829268292683,0.0,0.0,0.07894736842105263,0.0,0.2571428571428571,0.5633802816901409,0.2885714285714286,0.37183098591549296,0.49572649572649574,0.5295774647887324,0.5171428571428571,0.24788732394366197,0.14826498422712933,0.0,0.1989795918367347,0.3567787971457696,0.5244897959183673,0.5351681957186545,0.6972477064220184,0.8236493374108053,0.673469387755102,0.2874617737003058,0.5053516819571865,0.4865139949109415,0.0,0.4090747961715704,0.5922528032619776,0.8203562340966921,0.6601273885350318,0.9055979643765903,0.8516819571865444,0.7071246819338423,0.0,0.5121733588272785,0.6911544705095967,0.0,0.0,0.0,0.0,130,63,61,56,57,57,56,7.2763433,0.4922805,0.41887137,55,177,20.418,-0.9363454344478697,36.264946,0.14912054847645861,1,0.08637663,-0.3999999999999986,-0.8965517241379288,-3.395256916996047,-1.2009611183923141,1.21104258728694,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.90316663198884,32.106506085929425]}"
0000000000000000027b_0_0_0_0_0_0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.7777777777777778,0.9090909090909091,0.9655172413793104,0.0,1.0,0.9090909090909091,1.0,1.0,0.3684210526315789,0.4878048780487805,0.7894736842105263,0.926829268292683,1.0,0.8048780487804879,0.9506172839506173,1.0,0.6842105263157895,0.9024390243902439,0.18571428571428572,0.11267605633802817,0.43714285714285717,0.6112676056338028,0.5555555555555556,0.3352112676056338,0.5657142857142857,0.49577464788732395,0.7476340694006309,0.0,0.5785714285714286,0.21916411824668705,0.5959183673469388,0.6605504587155964,0.7308868501529052,0.6717635066258919,0.5408163265306123,0.5881753312945973,0.7535677879714577,0.705852417302799,1.0,0.4122651542006381,0.7744648318042814,0.8478371501272265,0.7261146496815286,0.8651399491094147,0.6791539245667686,0.505852417302799,0.0,0.5732313575525813,0.7322468727122259,1.0,0.0,1.0,1.0,335,72,72,61,62,68,63,4.9284453,0.366571,0.34746817,62,187,20.418,0.707558620336853,35.502594,0.052112254210988196,5,0.06453881,-1.0,-2.2068965517241423,-1.537549407114625,2.6063783311489743,5.675860729374058,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.94062637933662,32.098151753787114]}"
0000000000000000027f_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.36363636363636365,0.7777777777777778,0.36363636363636365,0.10526315789473684,0.04878048780487805,0.15789473684210525,0.024390243902439025,0.07692307692307693,0.2926829268292683,0.18518518518518517,0.0,0.8421052631578947,0.8048780487804879,0.3657142857142857,0.16338028169014085,0.2057142857142857,0.22253521126760564,0.3817663817663818,0.19718309859154928,0.26857142857142857,0.5098591549295775,0.29337539432176657,0.0,0.2530612244897959,0.2945973496432212,0.19285714285714287,0.29357798165137616,0.7533129459734964,0.5616717635066258,0.30612244897959184,0.528032619775739,0.5056065239551478,0.38982188295165393,0.0,0.2892591279688054,0.4199796126401631,0.21501272264631044,0.5393630573248408,0.6290076335877862,0.2869520897043833,0.5572519083969466,0.0,0.39796048438495857,0.44288124263933537,0.0,0.0,0.0,0.0,310,73,73,62,62,67,64,7.9988675,0.45105168,0.56379974,62,184,20.418,2.9396804213704413,39.582783,0,1,0.041121304,0.3999999999999986,1.3103448275862064,2.7312252964426875,4.132372214941022,6.124459767882293,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.923917715052,32.01676438904589]}"
000000000000000002ce_0_0_0_0_0_0,0.0,0.4,0.0,0.0,0.25,0.0,0.3333333333333333,0.25,0.4444444444444444,0.18181818181818182,0.0,0.0,0.13793103448275862,0.0,0.1,0.0,0.3333333333333333,0.5454545454545454,0.7105263157894737,0.2682926829268293,0.0,0.0,0.05128205128205128,0.0,0.19753086419753085,0.0,0.15789473684210525,0.6829268292682927,0.41714285714285715,0.6309859154929578,0.22,0.08169014084507042,0.1282051282051282,0.16619718309859155,0.5285714285714286,0.35774647887323946,0.2334384858044164,0.0,0.43673469387755104,0.8195718654434251,0.4602040816326531,0.28134556574923547,0.29867482161060144,0.17940876656472987,0.6428571428571429,0.6554536187563711,0.5723751274209989,0.6959287531806616,0.5,0.3161999291031549,0.48216106014271154,0.5806615776081425,0.554140127388535,0.6829516539440204,0.7823649337410805,0.8458015267175573,0.0,0.47176545570427025,0.6495846197918325,1.0,0.0,0.0,0.25,230,70,69,62,62,64,62,8.9171,0.5030099,0.49787253,59,187,20.418,0.20576652322460945,46.445194,0.010213285625278345,3,0.036383115,0.3999999999999986,0.06896551724138078,0.4229249011857732,-0.506334643949323,0.6432768416452177,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.90101067530695,32.09383984042334]}"
000000000000000002ef_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.034482758620689655,0.0,0.2,0.0,0.0,0.0,0.0,0.0975609756097561,0.10526315789473684,0.3170731707317073,0.15384615384615385,0.12195121951219512,0.037037037037037035,0.0,0.02631578947368421,0.0,0.17142857142857143,0.3464788732394366,0.7628571428571429,0.5126760563380282,0.07407407407407407,0.29577464788732394,0.09428571428571429,0.07042253521126761,0.10410094637223975,0.0,0.49081632653061225,0.6350662589194699,0.6183673469387755,0.29561671763506625,0.1600407747196738,0.2436289500509684,0.11530612244897959,0.363914373088685,0.6529051987767585,0.8577608142493639,0.0,0.2910315490960652,0.5698267074413863,0.45597964376590333,0.31363057324840765,0.3910941475826972,0.46559633027522934,0.6521628498727735,0.0,0.36532823454429575,0.5448960753732056,0.0,0.0,0.0,0.0,0,72,73,63,64,66,63,11.311162,0.584887,0.5727741,67,180,20.418,4.929916095061403,48.844143,0.02070983786850933,2,0.06178718,0.4000000000000057,1.103448275862064,5.098814229249015,7.822629969418962,10.224688000776965,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.9697317945421,32.123214750214046]}"
0000000000000000024d_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.18181818181818182,0.0,0.0,0.0,0.0,0.1,0.18181818181818182,0.0,0.09090909090909091,0.6842105263157895,0.6585365853658537,0.0,0.024390243902439025,0.4358974358974359,0.34146341463414637,0.12345679012345678,0.0,0.39473684210526316,0.04878048780487805,0.8628571428571429,0.504225352112676,0.05714285714285714,0.30985915492957744,0.18233618233618235,0.476056338028169,0.9085714285714286,0.7549295774647887,0.3217665615141956,0.0,0.8438775510204082,0.41896024464831805,0.41020408163265304,0.45769622833843016,0.27726809378185524,0.40061162079510704,0.8428571428571429,0.5107033639143731,0.5402650356778798,0.5402035623409669,0.0,0.5069124423963134,0.7502548419979612,0.7198473282442748,0.3857324840764331,0.5,0.5155453618756372,0.37251908396946565,0.0,0.5202039515615041,0.5405353789349715,0.0,0.0,0.0,0.0,306,77,77,69,68,73,70,8.282399,0.34569827,0.25399137,75,201,20.702333,4.138001355811229,49.1378,0.26528018935647435,8,0.071004696,1.4000000000000057,3.4137931034482705,6.794466403162062,5.572302315421581,3.509444957024229,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.71363125560332,30.879497239350574]}"
00000000000000000258_0_0_0_0_0_0,1.0,0.8,1.0,0.75,0.75,0.75,0.3333333333333333,0.75,1.0,0.6363636363636364,0.8888888888888888,0.7272727272727273,0.7241379310344828,0.0,0.4,0.2727272727272727,0.1111111111111111,0.36363636363636365,0.6052631578947368,0.43902439024390244,0.21052631578947367,0.34146341463414637,0.1794871794871795,0.12195121951219512,0.5432098765432098,1.0,0.02631578947368421,0.17073170731707318,0.78,0.6873239436619718,0.33714285714285713,0.1267605633802817,0.31339031339031337,0.48732394366197185,0.34285714285714286,0.5887323943661972,0.2618296529968454,0.0,0.5061224489795918,0.6921508664627931,0.55,0.4026503567787971,0.44036697247706424,0.45769622833843016,0.47653061224489796,0.4689092762487258,0.608053007135576,0.5778625954198473,0.5,0.4579936192839419,0.7252803261977574,0.5435114503816794,0.5467515923566879,0.3921119592875318,0.4434250764525994,0.4010178117048346,0.0,0.4992989165073295,0.5297132125919088,1.0,0.0,1.0,0.5,150,78,78,66,65,74,69,3.5202997,0.2970646,0.22014241,74,177,20.702333,-1.9221710204715095,29.006458,0.2589409594902965,2,0.054516453,-0.5999999999999943,-2.379310344827587,-3.2411067193675933,-2.0886850152905225,-1.30175302287185,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.7616012917753,30.939864026443406]}"
00000000000000000278_0_0_0_0_0_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9024390243902439,1.0,1.0,1.0,1.0,0.9514285714285714,0.9830985915492958,0.9942857142857143,0.9380281690140845,0.41595441595441596,0.5492957746478874,0.9057142857142857,0.8704225352112676,0.9873817034700315,0.0,0.7357142857142858,0.9429153924566769,0.9479591836734694,0.9062181447502549,0.34454638124362896,0.5341488277268094,0.686734693877551,0.8572884811416922,0.7112640163098879,0.7017811704834606,1.0,0.825948245303084,0.6638634046890928,0.5860050890585242,0.4318471337579618,0.38982188295165393,0.5091743119266054,0.6017811704834606,0.0,0.7444231994901211,0.5744342235095649,1.0,0.0,1.0,1.0,90,77,77,67,63,73,70,8.374129,0.44569018,0.47495887,67,174,20.702333,-2.749938819066918,38.057995,0,2,0.05747739,-1.2000000000000028,-2.896551724137936,-1.750988142292485,-1.742245522062035,-6.159908706842131,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.72818396320605,30.9856781059335]}"
00000000000000000280_0_0_0_0_0_0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.6666666666666666,1.0,0.896551724137931,0.0,0.8,1.0,1.0,1.0,1.0,0.9512195121951219,0.9210526315789473,0.5121951219512195,0.4358974358974359,0.9512195121951219,0.9259259259259259,1.0,1.0,1.0,0.7542857142857143,0.6281690140845071,0.84,0.6676056338028169,0.20512820512820512,0.6140845070422535,0.7057142857142857,0.9323943661971831,0.8454258675078864,0.0,0.8051020408163265,0.7502548419979612,0.8653061224489796,0.7420998980632009,0.6156982670744139,0.5739041794087666,0.7448979591836735,0.7033639143730887,0.599388379204893,0.6669211195928754,1.0,0.6685572492024104,0.8927115188583078,0.7190839694656489,0.47337579617834397,0.6063613231552163,0.817533129459735,0.4717557251908397,0.0,0.7250478011472276,0.655855110290607,1.0,0.0,1.0,0.75,139,81,80,68,66,74,70,12.383097,0.5711735,0.54224503,78,170,20.702333,3.2013598494216327,49.538593,0.05064741141354612,5,0.08363225,-1.0,-0.7586206896551744,1.644268774703562,6.641764962865878,9.479386199193897,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.72602800652417,30.93555211307963]}"
0000000000000000028e_0_0_0_0_0_0,0.0,0.4,0.3333333333333333,0.5,0.25,0.5,0.3333333333333333,0.0,0.1111111111111111,0.6363636363636364,0.3333333333333333,0.18181818181818182,0.3793103448275862,0.0,0.1,0.18181818181818182,0.3333333333333333,0.18181818181818182,0.39473684210526316,0.6097560975609756,0.13157894736842105,0.21951219512195122,0.02564102564102564,0.04878048780487805,0.25925925925925924,1.0,0.13157894736842105,0.3902439024390244,0.5171428571428571,0.2535211267605634,0.07142857142857142,0.21971830985915494,0.5584045584045584,0.1295774647887324,0.49142857142857144,0.847887323943662,0.24605678233438485,0.0,0.4336734693877551,0.25688073394495414,0.4448979591836735,0.44954128440366975,0.49133537206931704,0.25382262996941896,0.5102040816326531,0.781855249745158,0.5695718654434251,0.389058524173028,0.5,0.3860333215171925,0.6320081549439348,0.6475826972010178,0.664968152866242,0.45038167938931295,0.48267074413863403,0.5468193384223918,0.0,0.45277246653919695,0.5478562561670434,0.0,0.0,0.0,1.0,262,75,73,66,65,70,65,12.784229,0.57834727,0.60320425,78,252,20.702333,-1.4427820135124931,58.950455,0,24,0.075541064,-3.4000000000000057,-4.620689655172413,-1.9011857707509847,-0.6413280908693793,3.3492934492303164,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.72387204984229,30.90240427909562]}"
000000000000000002a4_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7272727272727273,0.2222222222222222,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.43902439024390244,0.3684210526315789,0.17073170731707318,0.0,0.17073170731707318,0.14814814814814814,0.0,0.18421052631578946,0.0975609756097561,0.9457142857142857,0.8901408450704226,0.5171428571428571,0.19436619718309858,0.3475783475783476,0.4225352112676056,0.5142857142857142,0.8535211267605634,0.24290220820189273,0.0,0.7448979591836735,0.5891946992864424,0.3193877551020408,0.40468909276248727,0.6738022426095821,0.5219164118246687,0.503061224489796,0.7940876656472987,0.5986238532110092,0.4648854961832061,0.0,0.5856079404466501,0.5598878695208971,0.6162849872773537,0.7098089171974522,0.4776081424936387,0.5767074413863404,0.6076335877862595,0.0,0.5688973868706182,0.5764076773721234,0.0,0.0,0.0,0.25,180,75,75,71,71,74,72,3.692769,0.2975049,0.24170932,66,180,20.702333,-4.915372836947151,32.044853,0.18754507840035395,1,0.07561661,-0.5999999999999943,-1.551724137931032,-5.620553359683797,-9.143294014853652,-7.66129267226728,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.74677908958733,30.920999405476895]}"
000000000000000002a8_0_0_0_0_0_0,0.0,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.4444444444444444,0.18181818181818182,0.5555555555555556,0.9090909090909091,0.6896551724137931,0.0,0.9,1.0,0.6666666666666666,0.45454545454545453,0.6842105263157895,0.43902439024390244,0.7894736842105263,0.8536585365853658,0.5128205128205128,0.9024390243902439,0.6419753086419753,1.0,0.8157894736842105,0.6829268292682927,0.4742857142857143,0.4112676056338028,0.15428571428571428,0.5521126760563381,0.37606837606837606,0.27887323943661974,0.6142857142857143,0.5774647887323944,0.7097791798107256,0.0,0.45102040816326533,0.43119266055045874,0.35714285714285715,0.43119266055045874,0.48623853211009177,0.3180428134556575,0.5071428571428571,0.4260958205912334,0.42380224260958205,0.33002544529262084,1.0,0.42998936547323646,0.5479102956167177,0.5239185750636133,0.5182165605095541,0.48982188295165396,0.5354230377166157,0.35954198473282445,0.0,0.4260038240917782,0.4660534105738931,1.0,0.0,0.3333333333333333,0.0,49,78,77,69,70,74,71,11.016924,0.5586188,0.56549025,72,177,20.702333,-0.8383019406504871,46.97343,0,1,0.078703515,0.0,0.7586206896551744,-2.2687747035573125,-2.1052861511577134,-0.5760695381925842,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.7427366708088,30.877341282668684]}"
000000000000000002b1_0_0_0_0_0_0,0.0,0.4,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.36363636363636365,0.1111111111111111,0.18181818181818182,0.5517241379310345,0.0,0.3,1.0,1.0,1.0,0.8947368421052632,0.6829268292682927,0.631578947368421,0.43902439024390244,0.5384615384615384,0.975609756097561,0.5802469135802469,1.0,0.9736842105263158,0.8048780487804879,0.9371428571428572,0.504225352112676,0.5371428571428571,0.8704225352112676,0.7891737891737892,0.9380281690140845,0.7342857142857143,0.9352112676056338,0.7413249211356467,0.0,0.9214285714285714,0.654434250764526,0.6979591836734694,0.9418960244648318,0.8287461773700305,0.6044852191641182,0.45714285714285713,0.7726809378185525,0.5812945973496432,0.5132315521628499,0.0,0.7809287486706842,0.7265545361875637,0.8463104325699745,0.5582165605095541,0.5709923664122137,0.4041794087665647,0.611704834605598,0.0,0.7348629700446144,0.6015851290702486,1.0,0.0,0.0,0.5,131,78,77,70,68,73,72,9.653943,0.56494325,0.5167612,75,177,20.702333,0.315482270521963,42.915123,0.08528656624297404,1,0.080838904,0.4000000000000057,0.6551724137931103,0.00395256916995379,-0.6339012669287882,1.1521876365755332,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.73222638198459,30.975167817109302]}"
000000000000000002ba_0_0_0_0_0_0,1.0,0.4,1.0,1.0,0.5,0.75,0.6666666666666666,0.5,0.7777777777777778,0.5454545454545454,0.8888888888888888,1.0,0.6896551724137931,0.0,0.7,0.9090909090909091,0.7777777777777778,0.2727272727272727,0.47368421052631576,0.2926829268292683,0.6842105263157895,0.4146341463414634,0.1794871794871795,0.8048780487804879,0.7283950617283951,1.0,0.9210526315789473,0.5853658536585366,0.44571428571428573,0.09859154929577464,0.3314285714285714,0.15774647887323945,0.26495726495726496,0.8450704225352113,0.9028571428571428,0.504225352112676,0.5425867507886435,0.0,0.42244897959183675,0.28338430173292556,0.4163265306122449,0.23955147808358818,0.3160040774719674,0.564729867482161,0.7795918367346939,0.4077471967380224,0.563710499490316,0.40458015267175573,0.0,0.4434597660404112,0.5848623853211009,0.6407124681933842,0.49554140127388535,0.43333333333333335,0.5744138634046891,0.38040712468193383,0.0,0.42868068833652007,0.5096603749562338,0.0,0.0,1.0,0.25,322,77,77,71,70,76,73,11.924714,0.5577092,0.57434374,76,187,20.702333,-1.752017308528903,49.68413,0,4,0.058914863,-1.4000000000000057,-3.0344827586206833,-4.102766798418969,-1.2647444298820432,1.0419074442771858,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.72387204984229,30.89593640904996]}"
000000000000000002be_0_0_0_0_0_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.6363636363636364,0.7777777777777778,0.7272727272727273,0.9310344827586207,0.0,1.0,1.0,1.0,1.0,0.9736842105263158,0.9024390243902439,0.8421052631578947,0.2682926829268293,0.9230769230769231,0.9024390243902439,0.8765432098765432,1.0,0.7105263157894737,0.975609756097561,0.9057142857142857,0.532394366197183,0.5371428571428571,0.18309859154929578,0.9002849002849003,0.352112676056338,0.21428571428571427,0.6507042253521127,0.8107255520504731,0.0,0.6377551020408163,0.40978593272171254,0.3448979591836735,0.28440366972477066,0.8990825688073395,0.49133537206931704,0.2785714285714286,0.6992864424057085,0.5445973496432212,0.4753180661577608,1.0,0.5338532435306629,0.5965851172273191,0.5132315521628499,0.726624203821656,0.6320610687022901,0.48980632008154945,0.5804071246819339,0.0,0.505672402804334,0.5698188878632587,1.0,0.0,1.0,0.5,300,76,75,65,65,70,67,9.597781,0.5489393,0.5277249,76,191,20.702333,1.771582844735147,47.28432,0.038646106110390654,4,0.06068052,-0.20000000000000284,2.3448275862068897,4.620553359683797,2.807776321537787,-0.7152430437527357,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.81361374672582,30.994032438075813]}"
000000000000000002bf_0_0_0_0_0_0,1.0,0.8,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.6363636363636364,0.5555555555555556,0.5454545454545454,0.9655172413793104,0.0,0.4,1.0,0.7777777777777778,1.0,0.631578947368421,0.17073170731707318,0.3157894736842105,0.43902439024390244,0.5641025641025641,0.9024390243902439,0.7407407407407407,1.0,0.6842105263157895,0.4878048780487805,0.5342857142857143,0.0676056338028169,0.5714285714285714,0.4647887323943662,0.2706552706552707,0.752112676056338,0.49142857142857144,0.6140845070422535,0.5236593059936908,0.0,0.5459183673469388,0.3180428134556575,0.5193877551020408,0.49949031600407745,0.2966360856269113,0.7227319062181448,0.5938775510204082,0.3720693170234455,0.7010703363914373,0.7898218829516539,0.5,0.4707550514002127,0.6378695208970439,0.6493638676844784,0.7597452229299363,0.7636132315521629,0.5965851172273191,0.5745547073791348,0.0,0.48349267049075845,0.6840882324855969,1.0,0.0,1.0,1.0,131,78,77,67,65,72,70,9.581845,0.54088396,0.45018226,76,174,20.702333,3.945060311750953,37.938976,0.16769160530350502,3,0.07934977,0.4000000000000057,0.7931034482758577,3.0158102766798436,6.753167321974658,8.7632205118244,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.71982963106375,30.960615109506566]}"
000000000000000002c4_0_0_0_0_0_0,0.0,0.4,1.0,0.75,0.5,1.0,0.0,0.5,0.7777777777777778,0.2727272727272727,0.8888888888888888,0.9090909090909091,0.5862068965517241,0.0,0.8,0.9090909090909091,0.3333333333333333,0.8181818181818182,0.7894736842105263,0.12195121951219512,0.3684210526315789,0.7560975609756098,0.5384615384615384,0.5609756097560976,0.7160493827160493,1.0,0.6842105263157895,0.9024390243902439,0.49714285714285716,0.030985915492957747,0.1657142857142857,0.4619718309859155,0.41595441595441596,0.704225352112676,0.6542857142857142,0.9408450704225352,0.5899053627760252,0.0,0.5683673469387756,0.49337410805300713,0.3816326530612245,0.37410805300713557,0.527013251783894,0.6748216106014271,0.3826530612244898,0.7787971457696228,0.5512232415902141,0.41374045801526715,0.5,0.4842254519673875,0.6651376146788991,0.6877862595419847,0.4889171974522293,0.7460559796437659,0.5099388379204893,0.6353689567430025,0.0,0.5226258763543659,0.5872935035172041,0.0,0.0,0.3333333333333333,0.5,333,78,78,67,65,74,71,7.5113254,0.46727985,0.50768495,76,194,20.702333,1.2630753902930736,41.984364,0,9,0.057584092,0.5999999999999943,1.7241379310344769,3.0553359683794525,1.7435561380515452,-0.8076530860001014,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.80930183336204,30.994032438075813]}"
000000000000000002d5_0_0_0_0_0_0,1.0,0.8,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.9090909090909091,0.7777777777777778,1.0,0.8275862068965517,0.0,0.5,0.5454545454545454,0.2222222222222222,0.7272727272727273,1.0,0.975609756097561,0.8947368421052632,0.5121951219512195,0.6153846153846154,0.4146341463414634,0.7160493827160493,1.0,0.5526315789473685,0.8780487804878049,0.9028571428571428,0.9943661971830986,0.4857142857142857,0.28450704225352114,0.4586894586894587,0.7183098591549296,0.26,0.37183098591549296,0.7287066246056783,0.0,0.7438775510204082,0.8277268093781855,0.4857142857142857,0.28644240570846075,0.382262996941896,0.6503567787971458,0.36428571428571427,0.3007135575942915,0.549184505606524,0.40508905852417304,1.0,0.5597305919886565,0.4352701325178389,0.40050890585241733,0.4580891719745223,0.566412213740458,0.5359327217125383,0.37201017811704834,0.0,0.5051625239005736,0.4652894929496769,0.0,0.0,1.0,1.0,201,80,79,71,70,77,73,7.0074954,0.39495188,0.4270062,80,187,20.702333,2.329295643365654,36.775784,0,6,0.061982792,0.0,1.448275862068968,3.07509881422925,4.366098733071212,2.7570048074588414,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.79259316907742,30.92315536215878]}"
000000000000000002d8_0_0_0_0_0_0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.45454545454545453,0.3333333333333333,0.8181818181818182,0.896551724137931,0.0,1.0,1.0,1.0,1.0,0.9473684210526315,0.24390243902439024,0.07894736842105263,0.2926829268292683,1.0,1.0,0.8271604938271605,1.0,0.9473684210526315,0.975609756097561,0.6942857142857143,0.3408450704225352,0.12857142857142856,0.05352112676056338,0.19373219373219372,0.5352112676056338,0.8314285714285714,0.7605633802816901,0.6845425867507886,0.0,0.6244897959183674,0.4077471967380224,0.3224489795918367,0.32313965341488277,0.25891946992864423,0.5147808358817533,0.6826530612244898,0.7573904179408767,0.5369520897043832,0.6160305343511451,1.0,0.44204182913860335,0.4352701325178389,0.4272264631043257,0.3684076433121019,0.47353689567430024,0.4199796126401631,0.5526717557251909,0.0,0.4864244741873805,0.47878537097749624,1.0,0.0,1.0,0.5,205,79,78,72,71,75,74,7.428085,0.47282794,0.46898192,71,187,20.702333,-2.566427029894959,32.36863,0.008134078322152738,5,0.05295267,-0.5999999999999943,-1.6896551724137936,-2.889328063241109,-3.2053298383573576,-4.44782207546254,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.80741537126539,30.887851571492885]}"
