system:index,0_cover_000_01,0_cover_01,10_cover_090_03,11_cover_135_03,12_cover_180_03,13_cover_225_03,14_cover_270_03,15_cover_315_03,16_cover_000_05,17_cover_045_05,18_cover_090_05,19_cover_135_05,1_cover_03,1_cover_045_01,20_cover_180_05,21_cover_225_05,22_cover_270_05,23_cover_315_05,24_cover_000_10,25_cover_045_10,26_cover_090_10,27_cover_135_10,28_cover_180_10,29_cover_225_10,2_cover_05,2_cover_090_01,30_cover_270_10,31_cover_315_10,32_cover_000_30,33_cover_045_30,34_cover_090_30,35_cover_135_30,36_cover_180_30,37_cover_225_30,38_cover_270_30,39_cover_315_30,3_cover_10,3_cover_135_01,40_cover_000_50,41_cover_045_50,42_cover_090_50,43_cover_135_50,44_cover_180_50,45_cover_225_50,46_cover_270_50,47_cover_315_50,48_cover_000_100,49_cover_045_100,4_cover_180_01,4_cover_30,50_cover_090_100,51_cover_135_100,52_cover_180_100,53_cover_225_100,54_cover_270_100,55_cover_315_100,5_cover_225_01,5_cover_50,6_cover_100,6_cover_270_01,7_cover_315_01,8_cover_000_03,9_cover_045_03,aspect,b0,b10,b100,b200,b30,b60,ba2023,ca2023,ca2024,elevation,hillshade,idaliaMSW,mTPI,qmd2023,severity,slope,topoDiversity,tpi001,tpi003,tpi009,tpi027,tpi081,windSpeedClass,.geo
000000000000000001cf_0_0_0_0_0_0,1.0,0.8,1.0,1.0,1.0,0.0,0.0,0.25,0.8888888888888888,0.9090909090909091,0.8888888888888888,1.0,0.6551724137931034,0.0,0.8,0.0,0.0,0.09090909090909091,0.9473684210526315,0.926829268292683,0.7631578947368421,1.0,0.7435897435897436,0.07317073170731707,0.5679012345679012,1.0,0.0,0.43902439024390244,0.9114285714285715,0.7605633802816901,0.9142857142857143,0.8450704225352113,0.6068376068376068,0.5295774647887324,0.6742857142857143,0.6197183098591549,0.61198738170347,0.0,0.7255102040816327,0.7553516819571865,0.9112244897959184,0.9367991845056065,0.8012232415902141,0.5953109072375128,0.463265306122449,0.5321100917431193,0.6799184505606524,0.6676844783715012,1.0,0.7323644097837646,0.6258919469928644,0.6358778625954199,0.5421656050955413,0.660559796437659,0.4658511722731906,0.49312977099236643,0.0,0.7151051625239006,0.5963968552057803,0.0,0.0,1.0,1.0,229,77,77,70,68,74,73,6.8121276,0.45478263,0.48462412,98,184,19.588444,4.430614527389759,39.865917,0,1,0.06253893,0.4000000000000057,1.6551724137931103,4.727272727272734,8.95849716033203,6.412130335550913,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.81576970340771,31.19184146363893]}"
000000000000000001d5_0_0_0_0_0_0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.5555555555555556,0.18181818181818182,0.8888888888888888,1.0,0.7241379310344828,0.0,0.9,0.6363636363636364,0.6666666666666666,0.7272727272727273,0.8157894736842105,0.4634146341463415,0.5,0.6341463414634146,0.7692307692307693,0.5609756097560976,0.691358024691358,1.0,0.5263157894736842,0.8780487804878049,0.3485714285714286,0.4507042253521127,0.2914285714285714,0.6366197183098592,0.8034188034188035,0.6225352112676056,0.6285714285714286,0.5774647887323944,0.6435331230283912,0.0,0.3357142857142857,0.37104994903160043,0.5285714285714286,0.7308868501529052,0.6707441386340469,0.5800203873598369,0.3836734693877551,0.3425076452599388,0.5180937818552498,0.5788804071246819,1.0,0.5451967387451259,0.5843527013251784,0.7442748091603053,0.6828025477707006,0.5134860050890585,0.45795107033639143,0.46030534351145036,0.0,0.49292543021032503,0.5675271349906101,1.0,0.0,0.3333333333333333,0.25,90,67,67,62,61,65,62,11.366024,0.5622183,0.5034359,103,170,19.588444,5.266107214268763,51.009277,0.10455440140841332,3,0.059698824,0.5999999999999943,3.8620689655172384,7.640316205533594,6.086063783311488,8.1420871169815,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.7510910029511,31.193997420320816]}"
000000000000000001f9_0_0_0_0_0_0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,0.9655172413793104,0.0,1.0,0.8181818181818182,1.0,1.0,1.0,0.975609756097561,1.0,0.975609756097561,0.9230769230769231,0.926829268292683,0.9629629629629629,1.0,0.9736842105263158,0.9512195121951219,0.7257142857142858,0.7352112676056338,0.68,0.6563380281690141,0.7293447293447294,0.8253521126760563,0.9542857142857143,0.9126760563380282,0.9652996845425867,0.0,0.613265306122449,0.6340468909276249,0.4387755102040816,0.49949031600407745,0.5881753312945973,0.5433231396534148,0.7918367346938775,0.72579001019368,0.5361875637104995,0.5226463104325699,1.0,0.7773839064161645,0.46687054026503566,0.3847328244274809,0.39388535031847133,0.5343511450381679,0.8557594291539246,0.7430025445292621,0.0,0.604333970681963,0.554667854982971,1.0,0.0,1.0,1.0,150,74,73,65,64,70,66,11.512409,0.6094138,0.48641595,109,177,19.588444,-0.632423107988194,45.09231,0.20182977420288417,2,0.051695324,-0.5999999999999943,-0.06896551724138078,0.5928853754940775,-0.9091306247269557,-2.176904773466717,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.77615399937804,31.28562557930101]}"
000000000000000001fd_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.13793103448275862,0.0,0.3,0.0,0.0,0.5454545454545454,0.39473684210526316,0.0,0.02631578947368421,0.21951219512195122,0.1794871794871795,0.0,0.18518518518518517,0.0,0.05263157894736842,0.2682926829268293,0.5571428571428572,0.2647887323943662,0.19142857142857142,0.16056338028169015,0.039886039886039885,0.27887323943661974,0.32857142857142857,0.5802816901408451,0.14195583596214512,0.0,0.7214285714285714,0.1559633027522936,0.21428571428571427,0.4689092762487258,0.436289500509684,0.30173292558613657,0.6418367346938776,0.8379204892966361,0.8771661569826708,0.42366412213740456,0.0,0.3002481389578164,0.3422528032619776,0.6038167938931298,0.47694267515923566,0.3811704834605598,0.6253822629969419,0.8961832061068702,0.0,0.4722753346080306,0.5783174714326639,0.0,0.0,0.6666666666666666,0.0,0,71,70,64,62,66,64,5.630239,0.3915445,0.4895075,100,180,19.588444,4.559735029166509,35.09822,0,8,0.07269395,1.0,1.7241379310344769,3.4031620553359687,5.7964176496286655,10.874957509833436,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.68425634581261,31.32308532664879]}"
00000000000000000208_0_0_0_0_0_0,1.0,0.4,0.0,1.0,0.75,1.0,0.3333333333333333,0.75,0.5555555555555556,0.6363636363636364,0.2222222222222222,0.8181818181818182,0.6896551724137931,0.0,0.6,0.9090909090909091,0.5555555555555556,0.9090909090909091,0.6842105263157895,0.24390243902439024,0.5,0.9024390243902439,0.6410256410256411,0.8048780487804879,0.6666666666666666,0.0,0.6842105263157895,0.9024390243902439,0.16,0.6845070422535211,0.9085714285714286,0.5605633802816902,0.7435897435897436,0.6535211267605634,0.29428571428571426,0.24225352112676057,0.6719242902208202,0.0,0.15306122448979592,0.8532110091743119,0.6653061224489796,0.23037716615698267,0.5524974515800204,0.5188583078491336,0.2153061224489796,0.22629969418960244,0.33868501529051986,0.8180661577608143,0.5,0.5310173697270472,0.5660040774719673,0.17709923664122137,0.39312101910828023,0.4371501272264631,0.2535677879714577,0.16590330788804072,0.0,0.4268961121733588,0.39370404558041827,0.0,0.0,1.0,0.5,6,72,72,65,65,68,65,10.328972,0.5481626,0.5633634,100,177,19.588444,-6.086768874229486,51.33889,0,10,0.0726694,-0.4000000000000057,-2.4827586206896513,-8.126482213438734,-9.14242027086064,-10.282183266158398,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.80930183336204,31.300178286903744]}"
0000000000000000021b_0_0_0_0_0_0,1.0,0.2,0.3333333333333333,0.5,0.0,0.5,0.0,0.5,0.7777777777777778,0.6363636363636364,0.2222222222222222,0.5454545454545454,0.4482758620689655,0.0,0.1,0.2727272727272727,0.0,0.5454545454545454,0.7105263157894737,0.7804878048780488,0.5263157894736842,0.6585365853658537,0.358974358974359,0.07317073170731707,0.3950617283950617,0.0,0.0,0.17073170731707318,0.4657142857142857,0.43661971830985913,0.7057142857142857,0.5690140845070423,0.19373219373219372,0.4084507042253521,0.5142857142857142,0.4,0.41009463722397477,0.0,0.5173469387755102,0.436289500509684,0.32755102040816325,0.30784913353720694,0.218144750254842,0.43017329255861364,0.24489795918367346,0.4566768603465851,0.43017329255861364,0.32162849872773536,0.0,0.46153846153846156,0.14780835881753313,0.2595419847328244,0.2522292993630573,0.4681933842239186,0.3287461773700306,0.31297709923664124,0.0,0.36736775015933715,0.3151796797911959,0.0,0.0,0.6666666666666666,1.0,67,75,73,68,68,71,68,11.430226,0.5419502,0.5507229,121,173,19.588444,4.268138182919162,49.7876,0,2,0.043688077,1.0,2.931034482758619,4.189723320158109,6.614678899082563,6.60525421259652,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.81765616550436,31.32524128333068]}"
0000000000000000021f_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.45454545454545453,0.7777777777777778,0.45454545454545453,0.05263157894736842,0.024390243902439025,0.0,0.024390243902439025,0.10256410256410256,0.8048780487804879,0.20987654320987653,0.0,0.631578947368421,0.7804878048780488,0.49714285714285716,0.07042253521126761,0.17714285714285713,0.30985915492957744,0.6125356125356125,0.5830985915492958,0.4828571428571429,0.5943661971830986,0.305993690851735,0.0,0.34285714285714286,0.2273190621814475,0.1816326530612245,0.4617737003058104,0.8246687054026504,0.672782874617737,0.5581632653061225,0.5005096839959225,0.3195718654434251,0.5732824427480916,0.0,0.41580999645515776,0.5932721712538226,0.8244274809160306,0.9136305732484077,0.5854961832061069,0.4757900101936799,0.6460559796437659,0.0,0.4712555768005099,0.6164815227424643,0.0,0.0,0.0,0.0,159,75,74,65,66,69,65,2.4938064,0.23274238,0.18566467,111,177,19.588444,3.1114722190666755,19.374247,0.20227392438106295,3,0.057434045,0.4000000000000057,0.6206896551724128,2.0,4.040629095674973,8.496042344485986,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.72818396320605,31.30449020026752]}"
00000000000000000223_0_0_0_0_0_0,0.0,0.0,0.0,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.1724137931034483,0.0,0.4,0.45454545454545453,0.0,0.0,0.0,0.0,0.3157894736842105,0.36585365853658536,0.3076923076923077,0.5609756097560976,0.19753086419753085,0.0,0.07894736842105263,0.0,0.16857142857142857,0.08169014084507042,0.2914285714285714,0.4591549295774648,0.7663817663817664,0.7859154929577464,0.2857142857142857,0.5577464788732395,0.20504731861198738,0.0,0.18775510204081633,0.21508664627930682,0.35612244897959183,0.6044852191641182,0.910295616717635,0.8216106014271152,0.536734693877551,0.47196738022426094,0.22247706422018348,0.6086513994910941,0.0,0.42502658631690887,0.7148318042813455,0.8491094147582697,0.9635668789808918,0.6653944020356234,0.495158002038736,0.6519083969465649,0.0,0.5130656469088591,0.6464334595919407,0.0,0.0,0.0,0.0,21,71,71,63,63,66,63,1.5691458,0.16209769,0.15918417,104,177,19.588444,-0.02850750282636625,15.117527,0.01797385080167735,3,0.070418224,0.0,-0.9310344827586192,-1.21343873517786,-0.48274355613804687,2.484679259942695,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.72602800652417,31.30637666236417]}"
00000000000000000235_0_0_0_0_0_0,1.0,1.0,0.3333333333333333,0.5,0.5,0.25,0.3333333333333333,1.0,0.6666666666666666,0.7272727272727273,0.5555555555555556,0.18181818181818182,0.5862068965517241,0.0,0.6,0.18181818181818182,0.3333333333333333,0.6363636363636364,0.868421052631579,0.21951219512195122,0.5789473684210527,0.17073170731707318,0.5641025641025641,0.43902439024390244,0.48148148148148145,1.0,0.47368421052631576,0.7560975609756098,0.4657142857142857,0.4507042253521127,0.5657142857142857,0.5211267605633803,0.29914529914529914,0.27887323943661974,0.5428571428571428,0.5859154929577465,0.5047318611987381,0.0,0.4683673469387755,0.5188583078491336,0.22959183673469388,0.2793068297655454,0.23955147808358818,0.4057084607543323,0.2979591836734694,0.45769622833843016,0.4704383282364934,0.2732824427480916,1.0,0.4636653668911733,0.1791539245667686,0.30356234096692114,0.25681528662420383,0.43791348600508906,0.3486238532110092,0.344529262086514,0.0,0.3621414913957935,0.32679759365948374,1.0,0.0,0.6666666666666666,1.0,113,74,73,67,67,70,67,2.7520425,0.23914512,0.20526928,117,167,19.588444,1.7490791338765406,23.649723,0.14165389880350232,5,0.04868575,1.2000000000000028,2.068965517241381,1.1739130434782652,2.1581476627348195,2.144369445928234,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.81576970340771,31.32524128333068]}"
00000000000000000239_0_0_0_0_0_0,1.0,0.6,0.3333333333333333,0.75,1.0,0.75,0.3333333333333333,0.5,0.5555555555555556,0.0,0.6666666666666666,0.8181818181818182,0.5517241379310345,0.0,0.9,0.36363636363636365,0.1111111111111111,0.45454545454545453,0.6578947368421053,0.21951219512195122,0.7105263157894737,0.7804878048780488,0.7435897435897436,0.12195121951219512,0.48148148148148145,0.0,0.631578947368421,0.6585365853658537,0.6771428571428572,0.13802816901408452,0.6142857142857143,0.5577464788732395,0.39316239316239315,0.48169014084507045,0.3057142857142857,0.39436619718309857,0.5615141955835962,0.0,0.6581632653061225,0.45769622833843016,0.37142857142857144,0.4648318042813456,0.3251783893985729,0.41182466870540263,0.2714285714285714,0.3598369011213048,0.35015290519877673,0.36463104325699747,1.0,0.44487770294221907,0.17711518858307848,0.20483460559796438,0.28152866242038216,0.45470737913486003,0.2742099898063201,0.3249363867684478,0.0,0.41504142766093055,0.3040392144380431,0.0,0.0,0.6666666666666666,0.0,229,76,75,67,69,71,69,7.914608,0.50173044,0.4482201,117,187,19.588444,2.622165178155575,37.95649,0.1066515674226981,3,0.05514229,0.4000000000000057,1.8275862068965552,3.3083003952569214,4.284403669724767,3.290535618899625,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.81765616550436,31.320929369966905]}"
0000000000000000023d_0_0_0_0_0_0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,1.0,0.9736842105263158,0.9024390243902439,0.9736842105263158,1.0,0.9230769230769231,1.0,0.9753086419753086,1.0,1.0,0.9512195121951219,0.38857142857142857,0.5408450704225352,0.76,0.9408450704225352,0.9316239316239316,0.9577464788732394,0.9742857142857143,0.5070422535211268,0.9652996845425867,0.0,0.7214285714285714,0.5443425076452599,0.613265306122449,0.6962283384301733,0.6962283384301733,0.7308868501529052,0.8714285714285714,0.5045871559633027,0.42456676860346587,0.45318066157760817,1.0,0.750088621056363,0.512487257900102,0.47557251908396947,0.4853503184713376,0.6964376590330789,0.8264525993883792,0.6821882951653944,0.0,0.6722753346080306,0.5695324187541777,1.0,0.0,1.0,1.0,150,73,72,65,67,70,67,10.774428,0.5597611,0.5211385,110,174,19.588444,0.7069918250311445,48.325703,0.06899839456650692,4,0.05701337,0.4000000000000057,1.0,0.3359683794466406,2.297946701616425,-0.4989559559073484,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.77804046147469,31.28158316052247]}"
0000000000000000023f_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.36363636363636365,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.45454545454545453,0.42105263157894735,0.6341463414634146,0.3157894736842105,0.21951219512195122,0.1282051282051282,0.0,0.19753086419753085,0.0,0.13157894736842105,0.43902439024390244,0.5885714285714285,0.6647887323943662,0.48,0.16338028169014085,0.18803418803418803,0.022535211267605635,0.14285714285714285,0.4507042253521127,0.2870662460567823,0.0,0.5530612244897959,0.545361875637105,0.6193877551020408,0.42201834862385323,0.24872579001019368,0.10703363914373089,0.3663265306122449,0.601427115188583,0.5512232415902141,0.6366412213740458,0.0,0.337468982630273,0.6809378185524975,0.5842239185750636,0.4056050955414013,0.17735368956743003,0.2976554536187564,0.4541984732824427,0.0,0.432887189292543,0.47346977750899194,0.0,0.0,0.3333333333333333,0.0,90,75,74,66,65,70,66,8.32601,0.3907862,0.42892748,111,160,19.588444,3.542510634282698,44.89976,0,6,0.057340875,1.2000000000000028,2.2413793103448256,3.1304347826087024,4.5950196592398385,6.54571941922012,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.75728937841153,31.24385391858945]}"
000000000000000001b6_0_0_0_0_0_0,0.0,0.0,0.6666666666666666,0.0,0.0,0.75,0.3333333333333333,0.5,0.0,0.18181818181818182,0.4444444444444444,0.0,0.3103448275862069,0.0,0.2,0.45454545454545453,0.4444444444444444,0.45454545454545453,0.0,0.04878048780487805,0.10526315789473684,0.0,0.6666666666666666,0.8536585365853658,0.2716049382716049,0.0,0.631578947368421,0.4878048780487805,0.022857142857142857,0.30704225352112674,0.011428571428571429,0.10704225352112676,0.1794871794871795,0.4647887323943662,0.9514285714285714,0.5661971830985916,0.3501577287066246,0.0,0.41836734693877553,0.4138634046890928,0.1336734693877551,0.23955147808358818,0.2273190621814475,0.4444444444444444,0.8397959183673469,0.581039755351682,0.6748216106014271,0.4173027989821883,0.0,0.32647997164126197,0.4390927624872579,0.6305343511450382,0.5383439490445859,0.6516539440203563,0.7285932721712538,0.7246819338422392,0.0,0.4122370936902486,0.6006302320399783,0.0,0.0,0.0,0.25,16,74,73,64,66,66,63,3.6650248,0.28058642,0.38516507,90,177,19.822111,3.1586286639484227,28.69087,0,4,0.05466605,0.5999999999999943,0.41379310344827047,3.3083003952569214,4.083879423328966,7.387170397707962,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.53432295061121,32.11486041807174]}"
000000000000000001b9_0_0_0_0_0_0,1.0,0.8,0.3333333333333333,0.0,0.25,0.75,0.3333333333333333,0.25,0.1111111111111111,0.45454545454545453,0.1111111111111111,0.0,0.3103448275862069,0.0,0.2,0.8181818181818182,0.1111111111111111,0.09090909090909091,0.02631578947368421,0.3170731707317073,0.42105263157894735,0.0,0.20512820512820512,0.7317073170731707,0.24691358024691357,1.0,0.02631578947368421,0.024390243902439025,0.3657142857142857,0.4619718309859155,0.56,0.4225352112676056,0.3903133903133903,0.4225352112676056,0.03142857142857143,0.11549295774647887,0.22082018927444794,0.0,0.5489795918367347,0.7665647298674821,0.8387755102040816,0.5953109072375128,0.47298674821610603,0.6187563710499491,0.22040816326530613,0.1763506625891947,0.5609072375127421,0.7931297709923664,0.5,0.34633108826657216,0.7168705402650357,0.6877862595419847,0.7396178343949045,0.5679389312977099,0.6465341488277269,0.3977099236641221,0.0,0.5297641810070108,0.6387942833497788,1.0,0.0,0.3333333333333333,0.25,74,65,65,57,59,59,58,2.41919,0.21193208,0.24858636,70,160,19.822111,-1.7578396141456778,20.878452,0,7,0.05772851,0.0,-0.41379310344827047,-1.7312252964426875,-5.301004805591958,-1.343174865245473,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.53243648851456,32.03967142879094]}"
000000000000000001be_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.06896551724137931,0.0,0.7,0.45454545454545453,0.2222222222222222,0.0,0.0,0.024390243902439025,0.0,0.6097560975609756,0.6923076923076923,0.6829268292682927,0.20987654320987653,0.0,0.5526315789473685,0.024390243902439025,0.09142857142857143,0.15492957746478872,0.26285714285714284,0.8647887323943662,0.6438746438746439,0.8028169014084507,0.8171428571428572,0.15492957746478872,0.3249211356466877,0.0,0.14183673469387756,0.3007135575942915,0.38571428571428573,0.6646279306829765,0.7217125382262997,0.709480122324159,0.8704081632653061,0.5005096839959225,0.34607543323139656,0.7318066157760814,0.0,0.47429989365473235,0.7176350662589195,0.6455470737913486,0.6578343949044586,0.6694656488549618,0.8012232415902141,0.5045801526717557,0.0,0.5369024856596558,0.6342744374064997,0.0,0.0,0.0,0.0,90,70,70,61,65,63,61,3.5840733,0.29901338,0.42358834,85,177,19.822111,5.575793423725631,22.541996,0,1,0.063397415,0.5999999999999943,1.7931034482758577,4.0,7.7011795543905635,13.784684115961738,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.53863486397499,32.043983342154704]}"
000000000000000001ca_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.14634146341463414,0.0,0.0,0.0,0.0,0.4828571428571429,0.5070422535211268,0.5285714285714286,0.39436619718309857,0.06267806267806268,0.24225352112676057,0.5228571428571429,0.28732394366197184,0.028391167192429023,0.0,0.6479591836734694,0.32823649337410804,0.5173469387755102,0.3149847094801223,0.399592252803262,0.4240570846075433,0.3989795918367347,0.382262996941896,0.8047910295616718,0.6419847328244275,0.0,0.3782346685572492,0.8216106014271152,0.5834605597964376,0.6007643312101911,0.6282442748091603,0.6376146788990825,0.6646310432569974,0.0,0.42664117272147867,0.6728522774294172,0.0,0.0,0.0,0.0,350,72,72,60,62,62,61,2.3942404,0.18070805,0.127477,74,184,19.822111,0.9136851824048421,18.331837,0.29456930883461785,7,0.09931364,0.0,-0.3448275862068897,1.747035573122531,2.7592835299257388,0.40693439518283014,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.55938594703815,32.154476122101414]}"
000000000000000001d2_0_0_0_0_0_0,1.0,1.0,0.3333333333333333,0.25,0.5,0.25,1.0,1.0,1.0,0.5454545454545454,0.1111111111111111,0.2727272727272727,0.6206896551724138,0.0,0.6,0.18181818181818182,0.8888888888888888,0.9090909090909091,1.0,0.3902439024390244,0.15789473684210525,0.34146341463414637,0.7435897435897436,0.6829268292682927,0.5555555555555556,1.0,0.5789473684210527,0.7317073170731707,0.6542857142857142,0.8704225352112676,0.5771428571428572,0.7098591549295775,0.8205128205128205,0.9126760563380282,0.6514285714285715,0.6507042253521127,0.5772870662460567,0.0,0.5193877551020408,0.8572884811416922,0.823469387755102,0.6136595310907238,0.799184505606524,0.9531090723751274,0.5377551020408163,0.43119266055045874,0.29281345565749234,0.6628498727735369,1.0,0.7313009571074087,0.7856778797145769,0.6470737913486005,0.698343949044586,0.8432569974554708,0.685270132517839,0.549618320610687,0.0,0.6919056724028043,0.6456377120667155,1.0,0.0,1.0,0.75,310,74,73,62,64,68,62,10.512803,0.5684944,0.61528987,92,184,19.822111,4.36909076761948,48.6991,0,1,0.0813429,-0.4000000000000057,-0.7931034482758577,3.5177865612648276,7.221057230231537,12.299713494876897,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.52812457515078,32.1356115011349]}"
000000000000000001d6_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.16,0.21971830985915494,0.2742857142857143,0.2591549295774648,0.5185185185185185,0.4225352112676056,0.07714285714285714,0.08732394366197183,0.0694006309148265,0.0,0.21836734693877552,0.5922528032619776,0.5479591836734694,0.41590214067278286,0.6187563710499491,0.7033639143730887,0.5704081632653061,0.3547400611620795,0.45132517838939856,0.8083969465648855,0.0,0.25239276852180076,0.6880733944954128,0.6486005089058524,0.7350318471337579,0.6139949109414758,0.6924057084607543,0.39618320610687024,0.0,0.502740599107712,0.6292453130470764,0.0,0.0,0.0,0.0,243,68,68,60,62,62,60,13.729548,0.48848444,0.5946187,76,197,19.822111,0.5533791576854782,60.120377,0,6,0.061077874,0.4000000000000057,0.0,-0.7707509881422965,-1.8200087374399345,4.957655514009616,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.5364789072931,32.03967142879094]}"
000000000000000001e4_0_0_0_0_0_0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.2222222222222222,0.18181818181818182,0.7586206896551724,0.0,0.8,1.0,1.0,1.0,0.631578947368421,0.0975609756097561,0.2631578947368421,0.12195121951219512,0.48717948717948717,1.0,0.6666666666666666,1.0,1.0,0.6829268292682927,0.4,0.23943661971830985,0.20857142857142857,0.21971830985915494,0.5185185185185185,0.704225352112676,0.5114285714285715,0.35492957746478876,0.5331230283911672,0.0,0.4418367346938776,0.3211009174311927,0.3469387755102041,0.15086646279306828,0.509683995922528,0.799184505606524,0.38571428571428573,0.5351681957186545,0.4566768603465851,0.5363867684478372,1.0,0.3945409429280397,0.7492354740061162,0.4157760814249364,0.643312101910828,0.7674300254452926,0.5249745158002038,0.6735368956743003,0.0,0.4363288718929254,0.5959194066906451,1.0,0.0,1.0,0.25,130,67,67,56,58,62,57,2.1715853,0.1415884,0.147448,68,177,19.822111,-0.7397658299916742,13.625232,0,1,0.080190726,0.0,0.034482758620683285,-1.6324110671936722,-3.3936216688510257,1.2927208274656437,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.5448332394354,32.02943063455197]}"
000000000000000001ea_0_0_0_0_0_0,0.0,0.0,0.6666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.7272727272727273,0.6666666666666666,0.0,0.1724137931034483,0.0,0.3,0.0,0.0,0.0,0.0,0.7317073170731707,0.6578947368421053,0.07317073170731707,0.3333333333333333,0.2682926829268293,0.20987654320987653,0.0,0.0,0.0,0.2885714285714286,0.36338028169014086,0.28285714285714286,0.3380281690140845,0.2621082621082621,0.4,0.48,0.23098591549295774,0.2586750788643533,0.0,0.33877551020408164,0.6136595310907238,0.49081632653061225,0.37716615698267075,0.25688073394495414,0.1600407747196738,0.4153061224489796,0.5300713557594292,0.4798674821610601,0.6526717557251909,0.0,0.33073378234668555,0.5160550458715596,0.6254452926208651,0.6005095541401274,0.3323155216284987,0.6136595310907238,0.6704834605597965,0.0,0.3978330146590185,0.5613839640958717,0.0,0.0,0.0,0.5,247,69,69,61,64,65,62,2.287093,0.19991088,0.38865307,90,187,19.822111,0.6339362602685981,22.185354,0,2,0.040288392,-0.5999999999999943,-1.4827586206896513,-1.4426877470355777,0.5294888597640863,6.165638809304127,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.52192619969037,32.106506085929425]}"
0000000000000000023a_0_0_0_0_0_0,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.09090909090909091,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.34146341463414637,0.39473684210526316,0.024390243902439025,0.3333333333333333,0.5853658536585366,0.024691358024691357,1.0,0.07894736842105263,0.0,0.39714285714285713,0.4535211267605634,0.5857142857142857,0.24788732394366197,0.18233618233618235,0.2591549295774648,0.44857142857142857,0.15492957746478872,0.22082018927444794,0.0,0.3336734693877551,0.6238532110091743,0.7908163265306123,0.2640163098878695,0.13761467889908258,0.5066258919469928,0.47346938775510206,0.363914373088685,0.42252803261977573,0.6381679389312978,0.0,0.34065934065934067,0.795361875637105,0.5776081424936387,0.554140127388535,0.7379134860050891,0.5397553516819572,0.467175572519084,0.0,0.4367112810707457,0.5915905401534202,0.0,0.0,0.0,0.0,130,63,63,56,60,57,55,6.1679745,0.40281424,0.47916225,78,173,19.822111,2.9267733610405116,31.643698,0,3,0.0673783,0.4000000000000057,0.6551724137931103,0.1739130434782652,4.417212756662295,8.987568591268882,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.53863486397499,32.02943063455197]}"
