tree,orchard,crown_area_m2,ht_m,pre_helene_vol,post_helene_vol,damage,rel_ht,rel_dens_1.8ha,HELENE_MSW,predicted_dbh
1,GN,38,8.852,276.703,258.166,6.7,1.042480526,7,31.54177856,17.6
2,GN,50,8.993,331.055,177.981,46.24,1.028275074,7,31.54177856,19.74
3,GN,53,8.17,332.07,178.144,46.35,0.961006881,8,31.54177856,18.99
4,GN,83,9.639,629.81,8.589,98.64,0.981568228,6,31.54177856,25.15
5,GN,69,9.778,559.171,296.078,47.05,1.174252432,8,31.54177856,23.62
6,GN,53,7.682,306.188,329.616,0,0.991840107,5,31.54177856,18.26
7,GN,73,10.343,578.498,425.577,26.43,1.231651649,3,31.54177856,25.08
8,GN,40,6.289,198.123,180.764,8.76,0.74811158,10,31.54177856,14.57
9,GN,79,10.888,668.728,7.182,98.93,1.147494335,4,31.54177856,26.79
10,GN,61,8.573,369.295,321.583,12.92,0.963168243,6,31.54177856,20.66
11,GN,39,8.444,267.523,186.397,30.32,1.1029018,6,31.54177856,17.27
12,GN,63,7.732,335.54,238.247,29,0.952652515,7,31.54177856,19.55
13,GN,87,9.964,695.547,430.396,38.12,1.109626264,5,31.54177856,26.21
14,GN,60,8.499,368.668,155.145,57.92,0.992912497,3,31.54177856,20.41
15,GN,61,7.792,351.47,391.846,0,0.947954938,5,31.54177856,19.41
16,GN,54,8.487,346.586,374.41,0,1.161647961,4,31.54177856,19.6
17,GN,42,7.754,247.935,237.452,4.23,1.00813896,5,31.54177856,16.85
18,GN,76,7.983,439.295,368.392,16.14,0.995039138,5,31.54177856,21.41
19,GN,60,8.153,377.495,314.371,16.72,1.097899273,5,31.54177856,19.87
20,GN,66,7.013,356.245,194.8,45.32,0.965867095,6,31.54177856,18.65
21,GN,59,7.009,313.928,393.138,0,0.940625,7,31.54177856,17.9
22,GN,66,7.685,376.847,244.124,35.22,0.938434924,6,31.54177856,19.81
23,GN,78,7.426,419.563,459.687,0,0.889916832,5,31.54177856,20.58
24,GN,54,7.552,330.593,361.709,0,0.934653465,4,31.54177856,18.19
25,GN,59,7.362,336.175,390.843,0,0.893970978,6,31.54177856,18.48
26,GN,41,7.292,242.603,286.558,0,1.000377268,4,31.54177856,16.09
27,GN,73,10.324,567.419,608.125,0,1.427420888,8,31.54177856,25.04
28,GN,56,9.452,360.107,361.341,0,1.181057104,4,31.54177856,21.29
29,GN,46,7.617,277.682,222.944,19.71,0.811844957,6,31.54177856,17.24
30,GN,56,9.164,386.147,396.462,0,1.123479796,5,31.54177856,20.87
31,GN,48,7.294,247.512,287.156,0,0.895606689,5,31.54177856,17.04
32,GN,76,7.582,443.042,421.969,4.76,1.148439867,7,31.54177856,20.68
33,GN,45,6.524,226.076,208.797,7.64,0.816554717,6,31.54177856,15.53
34,GN,59,9.1,408.137,279.876,31.43,0.954578831,8,31.54177856,21.2
35,GN,32,7.316,168.988,193.052,0,0.848850508,7,31.54177856,14.73
36,GN,78,7.87,482.076,389.725,19.16,1.002394538,5,31.54177856,21.41
37,GN,50,9.084,308.019,239.42,22.27,1.109563943,6,31.54177856,19.87
38,GN,63,6.645,311.209,327.236,0,0.91285832,6,31.54177856,17.7
39,GN,34,5.091,136.271,159.639,0,0.794649268,5,31.54177856,12.14
40,GN,55,8.348,313.283,134.882,56.95,0.853869758,9,31.54177856,19.53
41,GN,74,7.427,438.96,453.852,0,0.805247608,4,31.54177856,20.19
42,GN,69,8.905,421.984,382.389,9.38,0.978571429,6,31.54177856,22.2
43,GN,72,8.947,471.884,5.01,98.94,1.054946351,6,31.54177856,22.64
44,GN,29,6.1,122.101,130.024,0,0.95116817,6,31.54177856,12.79
45,GN,72,11.043,617.195,486.238,21.22,1.122435348,7,31.54177856,26.05
46,GN,40,9.259,277.338,5.831,97.9,1.045020755,9,31.54177856,18.44
47,GN,36,6.115,179.035,186.386,0,0.674944812,8,31.54177856,13.81
48,GN,66,8.055,382.55,395.715,0,0.8410274,7,31.54177856,20.43
49,GN,46,6.457,225.19,274.73,0,0.960958428,6,31.54177856,15.55
50,GN,93,11.698,912.139,504.088,44.74,1.155455841,7,31.54177856,30.07
51,GN,59,9.47,432.704,476.452,0,1.074945373,8,31.54177856,21.76
52,GN,56,7.992,342.393,366.203,0,0.934044957,6,31.54177856,19.12
53,GN,46,7.455,248.548,271.45,0,0.962858408,7,31.54177856,17.01
54,GN,86,11.135,739.154,548.388,25.81,1.106497452,7,31.54177856,28.16
55,GN,80,9.706,560.486,22.748,95.94,0.939484281,5,31.54177856,24.91
56,GN,64,8.255,370.578,271.26,26.8,0.909928352,7,31.54177856,20.52
57,GN,59,9.292,420.325,394.406,6.17,1.018658598,5,31.54177856,21.49
58,GN,51,6.647,263.541,271.36,0,0.75655407,9,31.54177856,16.43
59,GN,68,10.825,598.057,479.656,19.8,1.050475504,7,31.54177856,25.12
60,GN,85,11.19,747.053,8.12,98.91,1.058885554,7,31.54177856,28.12
61,GN,70,8.548,444.257,507.818,0,0.884794535,6,31.54177856,21.72
62,GN,72,8.836,488.122,499.551,0,1.020073019,8,31.54177856,22.45
63,GN,68,9.238,455.292,476.415,0,1.061525329,7,31.54177856,22.62
64,GN,62,9.344,426.284,438.158,0,1.094145199,7,31.54177856,21.99
65,GN,82,12.505,837.477,863.057,0,1.025140046,6,31.54177856,29.89
66,GN,66,8.563,438.057,461.357,0,1.00313957,5,31.54177856,21.27
67,GN,76,8.684,462.363,458.084,0.93,0.871013039,5,31.54177856,22.65
68,GN,86,13.08,836.921,763.141,8.82,1.077807305,4,31.54177856,31.44
69,GN,81,10.099,621.744,557.811,10.28,1.174684781,5,31.54177856,25.72
70,GN,43,8.704,302.929,260.988,13.85,1.114611346,2,31.54177856,18.26
71,GN,122,12.361,1161.093,1097.61,5.47,0.956412968,3,31.54177856,34.98
72,GN,100,14.448,1200.803,924.398,23.02,1.088706031,5,31.54177856,35.92
73,GN,101,14.298,1163.904,952.895,18.13,1.037716221,6,31.54177856,35.81
74,GN,105,10.528,783.832,680.75,13.15,1.157516675,6,31.54177856,29.35
75,GN,102,13.134,1041.356,7.27,99.3,1.026147195,3,31.54177856,33.88
76,GN,85,13.38,898.189,172.84,80.76,0.947223107,6,31.54177856,31.77
77,GN,88,14.316,1017.184,774.033,23.9,1.04936229,7,31.54177856,33.78
78,GN,103,13.879,1079.823,11.226,98.96,1.010536717,7,31.54177856,35.37
79,GN,85,11.588,818.586,732.03,10.57,1.01851038,5,31.54177856,28.8
80,GN,125,12.101,1076.43,939.377,12.73,1.164997937,7,31.54177856,34.8
81,GN,107,11.613,1014.252,852.29,15.97,0.959804948,6,31.54177856,31.69
82,GN,112,13.531,1257.973,806.452,35.89,1.011858088,7,31.54177856,36
83,GN,90,11.912,839.932,812.027,3.32,1.015429205,5,31.54177856,30.05
84,GN,108,14.182,1133.451,6.737,99.41,1.02504427,4,31.54177856,36.65
85,GN,85,11.83,767.903,655.874,14.59,1.037196151,4,31.54177856,29.21
86,GN,100,13.349,1039.871,10.086,99.03,0.97154294,6,31.54177856,33.98
87,GN,102,12.529,1028.458,9.734,99.05,0.985940246,3,31.54177856,32.78
88,GN,75,10.608,665.599,619.574,6.91,1.037010968,5,31.54177856,25.78
89,GN,78,13.77,884.644,7.953,99.1,1.002244192,6,31.54177856,31.24
90,GN,109,11.705,929.584,782.966,15.77,0.973942226,6,31.54177856,32.11
91,GN,91,8.634,607.908,540.029,11.17,1.098652997,7,31.54177856,24.17
92,GN,96,12.749,992.107,929.794,6.28,0.967005461,5,31.54177856,32.35
93,GN,99,11.373,935.271,762.811,18.44,0.950217927,6,31.54177856,30.25
94,GN,80,7.233,408.124,353.984,13.27,0.884193798,6,31.54177856,20.41
95,GN,104,11.338,924.258,783.463,15.23,0.847553075,6,31.54177856,30.8
96,GN,74,11.634,658.526,624.427,5.18,1.135550621,4,31.54177856,27.28
97,GN,81,14.43,919.991,39.697,95.69,1.078394739,7,31.54177856,32.77
98,GN,112,11.805,992.138,644.702,35.02,0.924548103,5,31.54177856,32.67
99,GN,111,13.154,1143.289,277.188,75.76,0.966860575,7,31.54177856,35.15
100,GN,115,10.44,847.736,318.602,62.42,0.873615799,3,31.54177856,30.25
101,GN,103,13.763,1052.694,863.482,17.97,1.124175532,4,31.54177856,35.16
102,GN,76,9.41,543.998,508.713,6.49,0.952641276,5,31.54177856,23.91
103,GN,88,13.265,961.325,456.946,52.47,0.956794576,6,31.54177856,32.05
104,GN,92,14.108,1055.546,882.311,16.41,1.023654042,6,31.54177856,34.08
105,GN,74,13.117,761.015,616.725,18.96,1.0487098,4,31.54177856,29.56
106,GN,90,12.57,880.137,826.152,6.13,0.990095111,4,31.54177856,31.18
107,GN,86,14.411,976.264,479.622,50.87,1.032854092,5,31.54177856,33.6
108,GN,112,12.802,1179.418,49.191,95.83,0.897944869,7,31.54177856,34.61
109,GN,117,13.249,1185.561,664.227,43.97,1.027273256,4,31.54177856,36.13
110,GN,107,10.69,921.508,838.11,9.05,1.142564854,7,31.54177856,29.89
111,GN,68,11.303,640.667,514.24,19.73,0.89,4,31.54177856,25.85
112,GN,113,14.69,1228.664,363.354,70.43,1.096391387,6,31.54177856,38.32
113,GN,119,14.665,1289.903,593.887,53.96,1.234670109,3,31.54177856,39.14
114,GN,122,12.983,1249.155,425.265,65.96,1.039492384,4,31.54177856,36.24
115,GN,72,8.89,522.615,503.013,3.75,1.015005709,7,31.54177856,22.54
116,GN,104,12.396,1039.958,922.862,11.26,0.969813929,6,31.54177856,32.8
117,GN,122,14.846,1366.515,10.481,99.23,1.063835378,6,31.54177856,39.91
118,GN,55,9.4,403.547,378.97,6.09,1.145523233,7,31.54177856,21.07
119,GN,77,15.308,901.629,468.062,48.09,1.059047355,6,31.54177856,33.36
120,GN,108,12.56,1062.857,915.86,13.83,1.030324574,6,31.54177856,33.63
121,GN,119,13.419,1308.718,1127.722,13.83,0.979000742,6,31.54177856,36.72
122,GN,92,11.76,822.44,331.634,59.68,0.958174905,6,31.54177856,30.05
123,GN,118,11.879,1093.86,173.866,84.11,0.792602642,3,31.54177856,33.53
124,GN,85,10.928,761.213,600.32,21.14,1.187800265,5,31.54177856,27.66
125,GN,69,9.973,529.401,548.181,0,1.255096904,5,31.54177856,23.93
126,GN,57,8.873,389.283,387.83,0.37,0.998761819,6,31.54177856,20.58
127,GN,65,12.63,707.726,648.643,8.35,0.986102436,4,31.54177856,27.3
128,GN,88,12.928,939.363,857.734,8.69,1.023578407,5,31.54177856,31.49
129,GN,100,15.678,1196.781,8.69,99.27,1.066675738,4,31.54177856,38.03
130,GN,57,7.844,332.464,369.914,0,1.032415764,7,31.54177856,19.01
131,GN,105,11.788,946.803,853.516,9.85,0.988926174,4,31.54177856,31.78
132,GN,63,7.412,347.779,115.624,66.75,0.946736493,5,31.54177856,19.01
133,GN,54,8.867,362.538,395.958,0,1.253185003,7,31.54177856,20.15
134,GN,125,12.767,1216.089,158.758,86.95,1.087262611,6,31.54177856,36.17
135,GN,68,11.935,636.985,560.674,11.98,1.160108218,6,31.54177856,26.8
136,GN,121,12.554,1186.784,1033.384,12.93,0.975916914,5,31.54177856,35.25
137,GN,73,10.397,600.903,557.624,7.2,0.82589848,7,31.54177856,25.16
138,GN,106,9.126,729.211,643.283,11.78,1.254467477,5,31.54177856,26.63
139,GN,63,8.621,397.786,375.052,5.72,1.015956444,5,31.54177856,20.99
140,GN,91,13.873,962.66,773.853,19.61,1.078435945,6,31.54177856,33.53
141,GN,120,14.417,1273.519,207.087,83.74,1.228390065,6,31.54177856,38.8
142,GN,115,15.298,1300.829,625.941,51.88,1.181883148,4,31.54177856,39.74
143,GN,60,8.281,315.062,335.075,0,1.025129983,6,31.54177856,20.07
144,GN,121,11.907,1060.453,721.243,31.99,0.863827626,4,31.54177856,33.94
145,GN,71,10.403,575.269,558.639,2.89,0.939322799,5,31.54177856,24.89
146,GN,101,11.73,990.574,856.102,13.58,0.969229244,5,31.54177856,31.17
147,GN,95,12.94,1019.734,868.278,14.85,1.009896045,5,31.54177856,32.54
148,GN,53,9.311,416.906,255.029,38.83,0.739702085,6,31.54177856,20.64
149,GN,55,8.483,338.45,375.888,0,0.988157179,3,31.54177856,19.73
150,GN,84,14.097,949.218,794.828,16.26,1.195086387,5,31.54177856,32.76
151,GN,117,14.831,1377.605,9.38,99.32,0.982055357,3,31.54177856,39.16
152,GN,70,6.553,329.96,356.209,0,0.872492455,3,31.54177856,18.21
153,GN,51,6.542,234.656,257.16,0,0.851434893,4,31.54177856,16.26
154,GN,101,13.014,1080.262,930.185,13.89,1.036875722,6,31.54177856,33.53
155,GN,117,11.087,1033.755,1099.021,0,1.041560979,5,31.54177856,31.8
156,GN,90,11.116,768.046,506.711,34.03,0.912353418,8,31.54177856,28.65
157,GN,61,8.658,396.995,376.746,5.1,0.902595823,6,31.54177856,20.79
158,GN,52,8.26,333.329,366.891,0,1.10857603,4,31.54177856,18.99
159,GN,111,11.633,951.997,881.731,7.38,0.968367602,1,31.54177856,32.21
160,GN,91,11.315,692.83,630.137,9.05,0.961111032,6,31.54177856,29.13
161,GN,92,11.849,805.013,499.265,37.98,0.927500157,5,31.54177856,30.21
162,GN,87,9.436,625.537,650.125,0,0.955099397,5,31.54177856,25.25
163,GN,86,13.599,948.22,738.795,22.09,1.087211759,7,31.54177856,32.29
164,GN,79,10.982,658.088,7.609,98.84,0.869746568,6,31.54177856,26.95
165,GN,115,15.06,1266.246,873.099,31.05,1.139131356,5,31.54177856,39.3
166,GN,79,11.232,645.926,638.796,1.1,0.984288737,7,31.54177856,27.36
167,GN,117,11.811,967.587,764.337,21.01,0.99421583,7,31.54177856,33.28
168,GN,76,12.013,781.497,750.547,3.96,0.980573014,4,31.54177856,28.18
169,GN,94,12.471,1001.096,88.235,91.19,0.939659178,6,31.54177856,31.58
170,GN,111,12.778,1162.846,887.663,23.66,1.001497866,9,31.54177856,34.43
171,GN,124,11.209,1070.441,11.078,98.97,0.878918961,6,31.54177856,32.82
172,GN,70,10.274,533.518,482.405,9.58,0.890279198,5,31.54177856,24.55
173,GN,69,8.213,416.486,440.003,0,0.9546004,5,31.54177856,21.04
174,GN,97,14.663,1092.567,16.942,98.45,1.167087852,4,31.54177856,35.82
175,GN,104,12.941,1045.949,895.604,14.37,0.999095612,7,31.54177856,33.81
176,GN,84,11.461,765.302,616.492,19.44,0.96422047,7,31.54177856,28.44
177,GN,92,12.714,906.773,794.125,12.42,1.015684499,3,31.54177856,31.72
178,GN,118,9.254,815.684,720.869,11.62,1.06184739,5,31.54177856,28.04
179,GN,87,13.797,935.994,726.112,22.42,1.050319732,6,31.54177856,32.77
180,GN,96,9.273,702.37,540.482,23.05,0.805171575,5,31.54177856,25.92
181,GN,71,9.477,529.415,515.063,2.71,1.045911047,4,31.54177856,23.4
182,GN,90,8.975,604.074,603.059,0.17,1.086386378,6,31.54177856,24.72
183,GN,98,12.207,957.403,812.563,15.13,0.945824487,5,31.54177856,31.66
184,GN,110,12.089,1077.314,948.99,11.91,1.056638406,4,31.54177856,32.98
185,GN,73,10.637,601.529,606.973,0,0.96487727,5,31.54177856,25.55
186,GN,91,15.138,1048.347,737.967,29.61,1.094054898,5,31.54177856,35.62
187,GN,107,14.508,1194.953,757.711,36.59,1.149558258,4,31.54177856,37.09
188,GN,75,13.511,803.973,705.26,12.28,1.067034165,5,31.54177856,30.33
189,GN,115,9.802,810.313,719.15,11.25,0.952945752,3,31.54177856,28.92
190,GN,96,13.404,1077.297,783.849,27.24,0.895008146,5,31.54177856,33.5
191,GN,60,6.501,301.981,248.829,17.6,0.738112539,5,31.54177856,17.15
192,GN,82,10.32,662.125,6.994,98.94,1.00456113,7,31.54177856,26.22
193,GN,107,13.504,1085.632,965.598,11.06,1.089076172,6,31.54177856,35.26
194,GN,103,12.279,1016.399,683.927,32.71,1.064891703,4,31.54177856,32.45
195,GN,112,12.127,963.002,895.723,6.99,1.148009656,4,31.54177856,33.3
196,GN,110,13.96,1267.392,207.536,83.62,1.08542401,6,31.54177856,36.53
197,GN,64,6.913,347.074,263.93,23.96,0.730124363,4,31.54177856,18.27
198,GN,94,12.369,906.529,8.186,99.1,1.03553937,4,31.54177856,31.4
199,GN,53,10.536,414.675,356.571,14.01,0.938819881,5,31.54177856,22.33
200,GN,119,12.898,1219.97,1064.61,12.73,0.986085627,6,31.54177856,35.69
201,GN,72,12.135,655.154,614.016,6.28,0.921076601,5,31.54177856,27.74
202,GN,92,10.801,792.955,816.566,0,0.953183603,4,31.54177856,28.33
203,GN,90,11.006,770.062,6.405,99.17,1.043206268,6,31.54177856,28.45
204,GN,66,12.562,665.27,597.054,10.25,0.946628737,4,31.54177856,27.38
205,GN,94,11.65,851.317,756.081,11.19,0.933807852,5,31.54177856,30.12
206,GN,62,7.967,367.338,252.264,31.33,0.819920138,5,31.54177856,19.81
207,GN,89,12.88,920.195,573.927,37.63,1.069878517,4,31.54177856,31.56
208,GN,113,10.425,972.852,828.331,14.86,0.895095649,5,31.54177856,30.01
209,GN,105,13.772,1154.753,1036.634,10.23,1.099604775,8,31.54177856,35.47
210,GN,92,12.915,976.96,774.545,20.72,1.003730473,5,31.54177856,32.06
211,GN,94,13.015,966.897,311.086,67.83,1.047882496,7,31.54177856,32.53
212,GN,108,12.28,1028.663,802.71,21.97,1.067702295,6,31.54177856,33.1
213,GN,100,15.76,1156.654,136.116,88.23,1.132916397,6,31.54177856,38.17
214,GN,103,12.439,998.391,69.239,93.06,0.941884678,4,31.54177856,32.75
215,GN,96,13.883,1055.914,710.813,32.68,1.103740048,7,31.54177856,34.33
216,GN,93,12.778,974.112,755.548,22.44,1.007397674,6,31.54177856,31.97
217,GN,84,15.35,979.678,815.752,16.73,1.061567454,4,31.54177856,34.72
218,GN,118,13.596,1307.445,855.003,34.61,0.932446334,3,31.54177856,36.94
219,GN,45,12,402.625,135.341,66.39,0.877738361,8,31.54177856,22.68
220,GN,102,12.899,1036.909,45.866,95.58,1.001164235,5,31.54177856,33.46
221,GN,105,12.874,1019.4,78.604,92.29,0.980248831,5,31.54177856,33.82
222,GN,166,13.109,1693.216,990.343,41.51,1.002585047,5,31.54177856,41.56
223,GN,111,12.1,1071.092,1029.557,3.88,0.895318078,4,31.54177856,33.13
224,GN,153,14.452,1766.526,1145.387,35.16,1.078105185,4,31.54177856,43.16
225,GN,133,12.298,1295.909,379.469,70.72,0.911142942,6,31.54177856,36.13
226,GN,119,12.684,1270.951,576.603,54.63,0.962312463,4,31.54177856,35.27
227,GN,100,13.551,1058.147,522.125,50.66,0.974918388,8,31.54177856,34.34
228,GN,88,13.116,967.918,540.098,44.2,1.003071825,6,31.54177856,31.8
229,GN,144,13.392,1562.273,583.906,62.62,1.073578729,6,31.54177856,39.76
230,GN,123,13.084,1280.089,674.2,47.33,0.953166689,8,31.54177856,36.57
231,GN,107,13.322,1159.522,981.76,15.33,1.031806681,6,31.54177856,34.92
232,GN,161,12.832,1711.29,1338.05,21.81,0.972961497,5,31.54177856,40.37
233,GN,101,12.524,1081.947,806.662,25.44,1.00918614,5,31.54177856,32.64
234,GN,116,15.017,1198.443,38.752,96.77,1.126697512,6,31.54177856,39.37
235,GN,74,14.516,888.766,699.135,21.34,1.05990245,5,31.54177856,31.64
236,GN,148,11.529,1305.602,180.48,86.18,0.882659181,6,31.54177856,36.01
237,GN,131,13.34,1342.941,55.946,95.83,1.025018441,5,31.54177856,38.09
238,GN,83,11.898,772.148,299.254,61.24,0.960717025,6,31.54177856,29.04
239,GN,121,13.072,1051.091,13.074,98.76,1.037361521,5,31.54177856,36.29
240,GN,61,14.173,686.402,71.868,89.53,1.04359031,6,31.54177856,28.66
241,GN,150,13.701,1624.776,1060.608,34.72,1.126060227,5,31.54177856,41.14
242,GN,99,12.566,1063.061,1001.483,5.79,0.967235407,6,31.54177856,32.44
243,GN,97,12.498,921.307,4.567,99.5,0.974481215,7,31.54177856,32.04
244,GN,97,12.787,996.353,528.008,47.01,1.080774215,6,31.54177856,32.56
245,GN,75,13.414,773.089,405.329,47.57,1.026686397,6,31.54177856,30.18
246,GN,121,13.03,1251.478,858.024,31.44,0.981588622,5,31.54177856,36.21
247,GN,144,12.768,1508.222,1336.132,11.41,0.971800434,4,31.54177856,38.38
248,GN,120,12.694,1282.484,881.898,31.24,1.056007321,8,31.54177856,35.41
249,GN,99,12.842,1034.139,147.169,85.77,1.113983345,6,31.54177856,32.94
250,GN,87,12.606,816.423,5.635,99.31,0.980009329,7,31.54177856,30.8
251,GN,129,13.097,1356.064,976.402,28,1.029031624,6,31.54177856,37.34
252,GN,169,13.276,1800.697,1179.787,34.48,0.97817838,6,31.54177856,42.27
253,GN,92,13.383,916.043,5.908,99.36,1.033689062,6,31.54177856,32.86
254,GN,58,14.643,659.93,496.694,24.74,1.129749033,7,31.54177856,28.64
255,GN,113,14.487,1268.784,643.363,49.29,1.125043683,6,31.54177856,37.94
256,GN,133,12.256,1310.691,1301.36,0.71,0.894794481,4,31.54177856,36.04
257,GN,172,13.893,1858.411,1672.811,9.99,1.048019829,7,31.54177856,44.07
258,GN,62,13.97,644.739,572.729,11.17,1.007518526,4,31.54177856,28.59
259,GN,127,14.183,1382.985,968.63,29.96,1.095792587,7,31.54177856,39.29
260,GN,131,13.092,1352.89,1166.246,13.8,0.960373234,5,31.54177856,37.57
261,GN,118,12.312,1203.622,24.595,97.96,0.905320745,5,31.54177856,34.4
262,GN,101,9.383,726.354,592.972,18.36,0.715004191,6,31.54177856,26.65
263,GN,137,14.186,1408.62,1249.432,11.3,1.044578296,5,31.54177856,40.6
264,GN,169,13.737,1906.402,1489.773,21.85,0.943786413,5,31.54177856,43.37
265,GN,112,12.862,1106.32,4.125,99.63,1.053377285,4,31.54177856,34.73
266,GN,150,13.838,1644.064,956.354,41.83,1.002148461,6,31.54177856,41.44
267,GN,140,12.769,1452.563,258.519,82.2,0.993954333,3,31.54177856,37.94
268,GN,126,13.168,1211.733,527.517,56.47,0.977260583,5,31.54177856,37.11
269,GN,128,13.014,1305.615,123.53,90.54,1.063009491,5,31.54177856,37.04
270,GN,58,12.215,531.697,244.491,54.02,0.942315481,8,31.54177856,25.48
271,GN,100,13.258,973.607,446.872,54.1,1.025347538,8,31.54177856,33.82
272,GN,94,13.554,977.751,131.107,86.59,1.087975598,8,31.54177856,33.46
273,GN,162,14.988,1773.177,116.717,93.42,1.151218388,4,31.54177856,45.46
274,GN,118,13.884,1307.242,706.367,45.97,1.080200729,6,31.54177856,37.49
275,GN,56,11.855,492.74,155.027,68.54,0.912537285,4,31.54177856,24.63
276,GN,176,15.69,2012.005,602.197,70.07,1.099278358,4,31.54177856,48.79
277,GN,125,11.786,1080.573,716.362,33.71,0.883193765,4,31.54177856,34.14
278,GN,56,11.786,496.624,0.822,99.83,1.068651071,7,31.54177856,24.54
279,GN,170,15.302,1930.72,1390.026,28,1.137970141,4,31.54177856,47.16
280,GN,127,12.827,1341.362,1120.467,16.47,0.989632659,8,31.54177856,36.54
281,GN,55,6.304,268.83,293.824,0,0.508776886,8,31.54177856,16.31
282,GN,146,13.141,1545.597,707.162,54.25,1.140188654,7,31.54177856,39.44
283,GN,150,13.505,1565.79,347.775,77.79,0.972170232,5,31.54177856,40.7
284,GN,160,13.397,1631.237,1200.496,26.41,1.002051567,7,31.54177856,41.59
285,GN,39,10.756,307.877,318.814,0,0.920901674,7,31.54177856,20
286,GN,54,12.08,529.2,4.957,99.06,1.125902913,6,31.54177856,24.56
287,GN,117,13.585,1251.826,842.741,32.68,1.051819489,7,31.54177856,36.78
288,GN,87,12.679,880.485,101.791,88.44,0.981562004,6,31.54177856,30.92
289,GN,94,13.355,970.606,624.689,35.64,0.955806048,4,31.54177856,33.12
290,GN,79,13.257,851.487,633.76,25.57,0.96706423,6,31.54177856,30.61
291,GN,179,13.545,1824.024,1559.838,14.48,0.988361487,8,31.54177856,43.98
292,GN,128,13.052,1209.432,614.332,49.2,0.977583753,7,31.54177856,37.12
293,GN,72,12.96,777.189,257.372,66.88,0.966740328,8,31.54177856,28.99
294,GN,114,13.996,1197.774,723.293,39.61,1.00545977,6,31.54177856,37.16
295,GN,126,13.951,1348.919,988.227,26.74,1.042197155,7,31.54177856,38.7
296,GN,97,12.566,984.115,192.659,80.42,0.94671614,8,31.54177856,32.16
297,GN,99,13.789,1141.765,736.457,35.5,1.057172273,7,31.54177856,34.62
298,GN,100,14.294,1088.928,439.202,59.67,1.056199464,7,31.54177856,35.65
299,GN,117,13.149,1186.076,705.429,40.52,0.96682808,7,31.54177856,35.93
300,GN,110,13.811,1194.145,749.21,37.26,1.062057828,8,31.54177856,36.25
301,GN,110,14.234,1165.649,749.712,35.68,0.978264978,4,31.54177856,37.03
302,GN,103,14.241,1183.704,790.649,33.21,1.140534588,4,31.54177856,36.01
303,GN,72,13.12,797.074,551.925,30.76,0.953335949,5,31.54177856,29.23
304,GN,107,12.501,1105.883,798.938,27.76,0.981363437,5,31.54177856,33.39
305,GN,133,12.55,1252.908,72.988,94.17,0.942864656,4,31.54177856,36.66
306,GN,160,13.609,1687.347,424.599,74.84,1.007974521,3,31.54177856,42.08
307,GN,122,14.025,1310.457,1049.207,19.94,1.091932545,5,31.54177856,38.31
308,GN,109,12.402,1060.191,930.041,12.28,0.94613074,8,31.54177856,33.46
309,GN,120,12.408,1224.119,1088.673,11.06,0.985231062,7,31.54177856,34.84
310,GN,76,13.038,799.553,255.503,68.04,1.125032358,7,31.54177856,29.78
311,GN,55,12.883,596.433,185.585,68.88,0.948927825,8,31.54177856,25.78
312,GN,56,12.479,583.061,443.102,24,0.939070887,6,31.54177856,25.45
313,GN,111,14.439,1243.912,750.938,39.63,1.040693652,5,31.54177856,37.56
314,GN,107,11.2,968.98,425.694,56.07,0.854260817,4,31.54177856,30.89
315,GN,124,11.697,1203.693,837.433,30.43,0.862748473,6,31.54177856,33.84
316,GN,107,13.14,1149.731,869.96,24.33,0.994991508,7,31.54177856,34.58
317,GN,97,13.002,980.968,613.135,37.5,1.025812305,6,31.54177856,32.94
318,GN,100,13.721,1008.398,860.365,14.68,0.971432617,4,31.54177856,34.64
319,GN,92,13.453,995.556,678.73,31.82,0.983226749,6,31.54177856,32.98
320,GN,157,13.834,1621.021,733.867,54.73,1.086681591,6,31.54177856,42.25
321,GN,161,13.121,1572.182,1537.937,2.18,0.975348677,8,31.54177856,41.05
322,GN,111,14.123,1194.589,1047.963,12.27,1.040687749,6,31.54177856,36.97
323,GN,99,12.739,1054.36,759.465,27.97,0.996776263,5,31.54177856,32.75
324,GN,94,14.071,967.611,557.127,42.42,1.02096938,4,31.54177856,34.34
325,GN,145,13.91,1506.936,1118.319,25.79,1.039160902,5,31.54177856,41
326,GN,127,13.067,1281.666,1208.876,5.68,0.961056154,4,31.54177856,37.03
327,GN,98,13.322,1033.944,724.546,29.92,0.985148576,6,31.54177856,33.65
328,GN,132,12.7,1338.017,869.816,34.99,0.954151875,4,31.54177856,36.87
329,GN,59,13.708,627.959,152.551,75.71,1.147551962,7,31.54177856,27.65
330,GN,106,13.627,1116.021,675.824,39.44,1.015449961,6,31.54177856,35.34
331,GN,119,14.088,1232.459,822.279,33.28,1.054806828,5,31.54177856,38.03
332,GN,156,12.962,1558.825,1168.95,25.01,1.039163026,6,31.54177856,40.14
333,GN,98,13.719,1074.513,411.78,61.68,1.038437084,5,31.54177856,34.34
334,GN,169,14.504,1746.942,1350.859,22.67,1.100455235,6,31.54177856,45.18
335,GN,101,12.922,972.794,890.498,8.46,1.031861375,8,31.54177856,33.36
336,GN,121,13.266,1229.12,238.706,80.58,1.028711009,4,31.54177856,36.68
337,GN,114,12.706,1176.681,863.496,26.62,0.969886646,8,31.54177856,34.68
338,GN,100,13.274,1030.281,952.199,7.58,1.083448114,8,31.54177856,33.85
