tree,orchard,crown_area_m2,ht_m,pre_helene_vol,post_helene_vol,damage,rel_ht,rel_dens_1.8ha,HELENE_MSW,predicted_dbh
4454,P,113,12.685,1016.997,982.333,3.41,0.812060881,4,31.67911148,34.51
4455,P,62,11.097,505.826,4.072,99.19,0.849017628,5,31.67911148,24.6
4456,P,177,16.482,2470.752,112.842,95.43,1.22263983,3,31.67911148,50.77
4457,P,178,17.413,2475.348,187.644,92.42,1.359328649,7,31.67911148,53.06
4458,P,199,18.324,2682.35,2801.44,0,1.39909903,2,31.67911148,58.02
4459,P,186,17.365,2599.797,2075.154,20.18,1.0900645,4,31.67911148,54.01
4460,P,171,17.3,2337.729,9.779,99.58,1.251175237,5,31.67911148,51.86
4461,P,218,18.924,3126.344,3277.919,0,1.723929035,4,31.67911148,62.01
4462,P,96,12.093,881.051,828.081,6.01,0.897160069,5,31.67911148,31.18
4463,P,77,7.819,461.494,376.131,18.5,0.42275148,4,31.67911148,21.21
4464,P,18,8.035,119.016,126.618,0,0.458344029,4,31.67911148,12.55
4465,P,63,11.793,542.453,4.101,99.24,0.97117681,5,31.67911148,25.76
4466,P,174,17.485,2246.802,23.122,98.97,1.255354792,3,31.67911148,52.69
4467,P,83,9.911,670.705,226.573,66.22,0.699642802,5,31.67911148,25.63
4468,P,152,13.148,1461.315,12.806,99.12,0.965019157,5,31.67911148,40.13
4469,P,159,16.737,2038.867,34.644,98.3,1.187210725,4,31.67911148,48.97
4470,P,234,19.512,3318.789,2582.257,22.19,1.268536879,2,31.67911148,65.62
4471,P,107,12.443,1014.028,722.314,28.77,1.053063643,6,31.67911148,33.28
4472,P,185,18.359,2689.512,29.357,98.91,2.347998465,1,31.67911148,56.21
4473,P,122,11.835,1054.847,7.603,99.28,1.086697029,5,31.67911148,33.9
4474,P,136,13.398,1274.885,9.483,99.26,1.044657999,4,31.67911148,38.82
4475,P,104,9.652,753.289,637.345,15.39,0.6227599,4,31.67911148,27.5
4476,P,117,16.732,1618.923,1517.262,6.28,1.04195122,3,31.67911148,42.69
4477,P,206,16.503,2502.341,20.421,99.18,0.954951827,4,31.67911148,54.37
4478,P,211,15.413,2549.84,84.08,96.7,1.365250897,2,31.67911148,52.12
4479,P,77,8.414,475.602,351.545,26.08,0.682529811,6,31.67911148,22.29
4480,P,70,8.106,399.407,449.692,0,0.697374307,5,31.67911148,20.97
4481,P,175,16.563,2211.696,1427.565,35.45,1.226298449,4,31.67911148,50.7
4482,P,156,18.649,2140.656,28.264,98.68,0.992161592,3,31.67911148,52.62
4483,P,206,19.048,2782.989,56.773,97.96,1.324249166,3,31.67911148,60.73
4484,P,50,10.384,392.581,418.822,0,0.653706688,5,31.67911148,21.62
4485,P,221,17.306,2926.605,36.038,98.77,1.142687356,4,31.67911148,58.21
4486,P,227,17.375,3121.362,3297.109,0,1.254059906,3,31.67911148,59.1
4487,P,216,19.176,3034.787,122.653,95.96,1.473641068,3,31.67911148,62.39
4488,P,148,15.059,1806.917,1884.338,0,0.98974696,4,31.67911148,43.86
4489,P,96,11.54,811.722,85.669,89.45,0.838038525,4,31.67911148,30.18
4490,P,132,12.195,1220.837,106.191,91.3,0.772275347,4,31.67911148,35.79
4491,P,218,17.603,2894.922,19.659,99.32,1.053861505,3,31.67911148,58.62
4492,P,232,16.031,3007.543,55.488,98.16,1.089358521,2,31.67911148,56.03
4493,P,170,19.254,2595.368,142.764,94.5,1.16775837,2,31.67911148,56.06
4494,P,219,17.686,3049.977,200.962,93.41,0.948361842,1,31.67911148,58.96
4495,P,171,15.466,1956.007,12.333,99.37,1.086451552,3,31.67911148,47.66
4496,P,25,8.863,174.053,202.198,0,0.618579006,4,31.67911148,15
4497,P,212,19.144,3041.833,22.236,99.27,1.281778313,6,31.67911148,61.78
4498,P,126,14.125,1367.77,1127.228,17.59,0.884124873,4,31.67911148,39.04
4499,P,184,16.644,2402.055,17.963,99.25,1.442662737,5,31.67911148,52.04
4500,P,108,13.375,1017.102,629.105,38.15,0.895907295,2,31.67911148,35.16
4501,P,169,14.657,1944.834,1354.203,30.37,0.943017071,3,31.67911148,45.54
4502,P,201,14.327,2107.575,1675.679,20.49,0.80519298,4,31.67911148,48.24
4503,P,93,18.223,1306.87,12.081,99.08,1.106956825,4,31.67911148,40.89
4504,P,239,17.28,3273.384,2675.223,18.27,1.075011276,4,31.67911148,60.22
4505,P,176,15.82,2261.999,23.39,98.97,0.915509259,1,31.67911148,49.1
4506,P,143,16.953,2001.039,10.805,99.46,0.955583113,5,31.67911148,47.15
4507,P,164,16.577,2182.718,11.527,99.47,1.173842232,6,31.67911148,49.29
4508,P,200,18.907,2873.049,69.443,97.58,NA,0,31.67911148,59.57
4509,P,210,17.096,2682.262,141.177,94.74,1.317179344,4,31.67911148,56.35
4510,P,200,18.086,2666.556,96.391,96.39,1.145807596,2,31.67911148,57.57
4511,P,35,9.706,260.301,243.55,6.44,0.651016165,5,31.67911148,18.01
4512,P,141,17.557,1898.897,19.173,98.99,1.005555556,3,31.67911148,48.07
4513,P,167,18.024,2363.869,2400.888,0,1.125058519,4,31.67911148,52.91
4514,P,172,17.242,2251.834,632.644,71.91,0.999849228,5,31.67911148,51.86
4515,P,181,17.557,2452.895,36.227,98.52,1.084524153,3,31.67911148,53.8
4516,P,189,13.004,1806.961,909.518,49.67,0.793132367,4,31.67911148,43.63
4517,P,142,16.068,1748.534,8.134,99.53,1.107615951,6,31.67911148,45.18
4518,P,78,11.568,676.157,599.693,11.31,0.629542455,4,31.67911148,27.77
4519,P,218,17.204,2849.158,2022.59,29.01,1.209561753,3,31.67911148,57.59
4520,P,103,8.16,647.092,382.447,40.9,0.520552023,6,31.67911148,24.35
4521,P,121,17.73,1611.863,1611.263,0.04,1.003736413,3,31.67911148,45.18
4522,P,184,18.565,2656.002,32.696,98.77,1.158598739,3,31.67911148,56.55
4523,P,188,18.433,2346.597,20.871,99.11,1.150360924,3,31.67911148,56.8
4524,P,210,17.981,2874.774,2694.119,6.28,1.011494468,3,31.67911148,58.6
4525,P,141,15.915,1788.75,1375.837,23.08,0.932428474,3,31.67911148,44.73
4526,P,189,16.106,2550.162,96.343,96.22,1.117502168,4,31.67911148,51.36
4527,P,139,17.726,1874.99,1950.276,0,0.995749462,3,31.67911148,48.1
4528,P,193,15.606,2375.07,42.75,98.2,0.925421518,3,31.67911148,50.6
4529,P,114,17.153,1514.961,11.172,99.26,1.159887751,4,31.67911148,42.96
4530,P,229,16.543,3030.043,81.353,97.32,1.098181094,3,31.67911148,57.1
4531,P,153,17.382,2016.864,1474.8,26.88,1.021289097,3,31.67911148,49.5
4532,P,113,16.517,1610.661,20.075,98.75,0.972203011,4,31.67911148,41.65
4533,P,148,18.946,2080.852,12.254,99.41,1.170324919,3,31.67911148,51.97
4534,P,201,17.346,2620.143,22.368,99.15,1.17677787,4,31.67911148,55.88
4535,P,203,18.601,2816.461,71.041,97.48,1.040033548,3,31.67911148,59.23
4536,P,227,17.722,3152.412,94.795,96.99,1.02945106,1,31.67911148,60.02
4537,P,239,17.247,3182.238,53.819,98.31,1.104744824,4,31.67911148,60.13
4538,P,131,17.58,1802.379,15.688,99.13,1.173345436,5,31.67911148,46.55
4539,P,171,17.031,2278.968,208.379,90.86,0.98392478,4,31.67911148,51.25
4540,P,238,18.433,3240.697,42.306,98.69,1.060678424,2,31.67911148,63.24
4541,P,148,16.827,2020.645,20.053,99.01,1.003506638,5,31.67911148,47.61
4542,P,164,18.277,2358.271,49.793,97.89,1.174652142,4,31.67911148,53.03
4543,P,185,18.063,2593.981,19.215,99.26,2.631939385,1,31.67911148,55.52
4544,P,196,18.292,2658.696,59.499,97.76,1.193761013,4,31.67911148,57.55
4545,P,183,18.13,2657.173,19.757,99.26,1.343261466,1,31.67911148,55.4
4546,P,94,12.452,888.797,906.057,0,0.870677901,4,31.67911148,31.54
4547,P,96,11.895,890.421,723.678,18.73,0.800406427,5,31.67911148,30.83
4548,P,203,16.601,2694.91,2081.68,22.76,1.104597778,3,31.67911148,54.26
4549,P,228,18.163,2972.454,37.066,98.75,1.175573343,3,31.67911148,61.3
4550,P,165,13.497,1649.333,1063.187,35.54,0.815972432,4,31.67911148,42.37
4551,P,190,16.194,2404.443,23.359,99.03,1.180905988,5,31.67911148,51.7
4552,P,139,16.932,1869.423,1894.362,0,1.030240341,1,31.67911148,46.51
4553,P,107,10.731,816.834,815.153,0.21,0.686930545,6,31.67911148,29.97
4554,P,227,16.033,2786.94,205.863,92.61,1.041442027,3,31.67911148,55.5
4555,P,221,18.53,3092.526,21.619,99.3,1.528415496,3,31.67911148,61.39
4556,P,136,14.77,1547.341,947.239,38.78,1.040067601,6,31.67911148,41.68
4557,P,95,10.223,746.949,320.67,57.07,0.594118673,3,31.67911148,27.63
4558,P,161,14.593,1754.014,1704.643,2.81,0.989355932,5,31.67911148,44.45
4559,P,166,18.29,2322.043,2385.932,0,1.587673611,3,31.67911148,53.35
4560,P,208,18.607,2909.287,3032.463,0,1.186040582,3,31.67911148,59.91
4561,P,128,12.961,1403.164,51.298,96.34,0.894029424,7,31.67911148,36.93
4562,P,190,17.67,2563.516,2391.899,6.69,1.131604227,4,31.67911148,55.26
4563,P,191,17.343,2583.035,24.595,99.05,1.162586475,5,31.67911148,54.6
4564,P,143,12.918,1427.362,1040.945,27.07,0.922569311,5,31.67911148,38.6
4565,P,70,6.863,383.626,190.334,50.39,0.402592832,4,31.67911148,18.77
4566,P,200,16.642,2589.566,62.388,97.59,0.935995501,2,31.67911148,54.01
4567,P,94,10.835,777.303,660.578,15.02,0.731983313,4,31.67911148,28.64
4568,P,95,15.869,1227.267,499.551,59.3,1.004379802,5,31.67911148,37.5
4569,P,134,16.712,1813.885,25.228,98.61,0.989490512,2,31.67911148,45.32
4570,P,201,17.658,2750.916,2580.306,6.2,1.292237888,3,31.67911148,56.65
4571,P,123,14.657,1547.785,1584.516,0,0.884379601,5,31.67911148,39.69
4572,P,132,14.741,1392.605,1178.542,15.37,1.023382069,5,31.67911148,41.09
4573,P,135,14.359,1492.451,1173.456,21.37,0.971460788,6,31.67911148,40.7
4574,P,213,17.296,2772.11,47.292,98.29,1.166415646,3,31.67911148,57.23
4575,P,150,18.271,2142.317,23.842,98.89,1.022153846,1,31.67911148,50.91
4576,P,133,13.483,1451.407,903.741,37.73,0.948104915,5,31.67911148,38.63
4577,P,151,12.293,1461.123,943.238,35.44,0.761317892,4,31.67911148,38.07
4578,P,203,19.447,2879.102,887.91,69.16,1.321509267,4,31.67911148,61.3
4579,P,177,13.305,1691.638,1475.805,12.76,0.976012324,6,31.67911148,43.18
4580,P,115,15.788,1353.878,482.55,64.36,1.0009383,5,31.67911148,40.65
4581,P,204,18.217,2800.312,34.392,98.77,1.169124136,4,31.67911148,58.42
4582,P,146,14.392,1639.559,1374.586,16.16,0.856488232,4,31.67911148,42.17
4583,P,208,17.862,2864.491,2759.216,3.68,1.462090982,4,31.67911148,58.05
4584,P,152,16.483,2030.514,1627.459,19.85,0.98165684,2,31.67911148,47.45
4585,P,231,17.11,3005.203,2315.795,22.94,1.134570243,5,31.67911148,58.85
4586,P,172,16.412,2291.058,1356.982,40.77,1.018935866,5,31.67911148,49.97
4587,P,178,17.875,2571.87,18.247,99.29,0.999172713,5,31.67911148,54.12
4588,P,232,17.55,3074.473,39.433,98.72,1.144926118,4,31.67911148,60.15
4589,P,148,17.757,1991,2124.639,0,1.205935618,6,31.67911148,49.54
4590,P,162,13.306,1443.83,920.113,36.27,0.862821386,4,31.67911148,41.59
4591,P,127,12.934,1165.661,930.297,20.19,0.804033221,5,31.67911148,36.76
4592,P,112,13.52,1128.268,11.776,98.96,0.946418928,7,31.67911148,35.98
4593,P,123,12.197,1099.346,893.46,18.73,0.769022219,5,31.67911148,34.76
4594,P,136,14.556,1547.65,922.429,40.4,0.985488931,6,31.67911148,41.24
4595,P,63,7.472,361.059,157.848,56.28,0.554402552,7,31.67911148,19.11
4596,P,188,17.507,2463.483,82.511,96.65,1.090218424,4,31.67911148,54.61
4597,P,230,18.471,3154.861,2057.583,34.78,1.590408128,1,31.67911148,62.36
4598,P,113,11.614,1041.428,54.838,94.73,0.915876427,4,31.67911148,32.41
4599,P,129,17.839,1726.954,1503.56,12.94,1.211016523,5,31.67911148,46.72
4600,P,167,17.749,2443.018,2288.247,6.34,1.296493791,3,31.67911148,52.31
4601,P,168,17.473,2281.961,47.947,97.9,1.223890842,5,31.67911148,51.83
4602,P,170,16.87,2282.852,2388.477,0,1.006563246,3,31.67911148,50.75
4603,P,109,17.019,1527.866,13.536,99.11,1.13755765,6,31.67911148,41.87
4604,P,92,12.501,978.406,6.12,99.37,1.061641024,6,31.67911148,31.35
4605,P,137,12.357,1192.251,657.302,44.87,0.751451883,6,31.67911148,36.7
4606,P,38,10.133,293.709,190.571,35.12,0.591362708,4,31.67911148,19.09
4607,P,215,18.049,2924.275,25.959,99.11,1.107300613,5,31.67911148,59.4
4608,P,122,12.279,1102.058,652.054,40.83,1.070648501,4,31.67911148,34.81
4609,P,198,16.772,2609.048,1475.173,43.46,1.159755676,6,31.67911148,54.09
4610,P,127,17.095,1734.587,1687.285,2.73,1.117232635,5,31.67911148,44.98
4611,P,130,16.052,1636.162,521.983,68.1,0.970354967,5,31.67911148,43.42
4612,P,44,10.101,345.666,245.691,28.92,0.566644228,4,31.67911148,20.2
4613,P,233,18.04,3183.965,34.242,98.92,1.230685268,4,31.67911148,61.58
4614,P,144,13.084,1472.503,1145.732,22.19,0.944722374,7,31.67911148,39.08
4615,P,76,17.006,1058.044,19.065,98.2,1.179647849,6,31.67911148,35.61
4616,P,178,16.324,2399.026,342.304,85.73,1.130236101,3,31.67911148,50.53
4617,P,165,18.319,2465.333,21.554,99.13,1.327776469,4,31.67911148,53.27
4618,P,179,16.706,2390.035,29.186,98.78,1.112954265,4,31.67911148,51.55
4619,P,195,16.606,2635.057,1744.855,33.78,1.037485943,5,31.67911148,53.31
4620,P,149,16.745,1799.901,23.176,98.71,1.165777858,5,31.67911148,47.58
4621,P,147,10.085,1013.664,716.299,29.34,0.59267748,4,31.67911148,32.53
4622,P,105,13.828,1115.457,541.819,51.43,0.936269614,4,31.67911148,35.57
4623,P,154,17.708,2195.699,18.813,99.14,1.28136231,3,31.67911148,50.34
4624,P,203,11.712,1768.98,239.808,86.44,0.680109751,4,31.67911148,41.48
4625,P,44,10.394,344.962,297.725,13.69,0.5930279,3,31.67911148,20.56
4626,P,154,14.307,1695.278,886.226,47.72,0.868786359,5,31.67911148,42.96
4627,P,157,13.544,1589.207,19.857,98.75,0.923748465,4,31.67911148,41.59
4628,P,120,12.682,1023.385,12.601,98.77,0.907919417,5,31.67911148,35.39
4629,P,126,14.288,1507.111,32.018,97.88,1.00616884,5,31.67911148,39.37
4630,P,152,14.614,1847.407,1076.269,41.74,1.012372362,5,31.67911148,43.4
4631,P,211,17.872,2873.996,29.053,98.99,1.147627304,2,31.67911148,58.45
4632,P,128,13.318,1337.858,933.122,30.25,0.819226416,5,31.67911148,37.67
4633,P,199,17.522,2613.117,24.628,99.06,1.174023015,4,31.67911148,56.06
4634,P,176,16.374,2197.943,2065.134,6.04,0.950944711,3,31.67911148,50.39
4635,P,153,15.354,1738.485,1602.856,7.8,1.060676538,6,31.67911148,45.15
4636,P,191,17.45,2658.78,221.538,91.67,0.992040932,3,31.67911148,54.86
4637,P,171,18.093,2387.858,2213.696,7.29,1.329536687,2,31.67911148,53.64
4638,P,173,17.143,2258.31,2127.521,5.79,1.201226242,4,31.67911148,51.77
4639,P,131,12.738,1342.788,1052.3,21.63,0.899480987,4,31.67911148,36.83
4640,P,210,19.434,2931.093,2775.777,5.3,1.321357665,5,31.67911148,62.23
4641,P,149,17.78,2127.971,15.919,99.25,1.130683625,3,31.67911148,49.74
4642,P,97,13.899,1027.956,357.302,65.24,0.877229522,5,31.67911148,34.51
4643,P,191,17.167,2537.502,131.718,94.81,1.357826465,3,31.67911148,54.18
4644,P,175,13.887,1903.703,791.274,58.44,0.944902785,4,31.67911148,44.38
4645,P,171,17.531,2348.123,116.811,95.03,0.994986568,3,31.67911148,52.38
4646,P,151,17.81,2110.18,23.877,98.87,1.085071384,3,31.67911148,50.11
4647,P,173,16.775,2292.913,19.238,99.16,1.020827311,4,31.67911148,50.93
4648,P,222,18.633,3233.641,3251.168,0,1.101449447,5,31.67911148,61.78
4649,P,155,18.344,2146.08,11.983,99.44,1.120723363,4,31.67911148,51.83
4650,P,110,14.208,1268.407,1140.11,10.11,0.938224321,4,31.67911148,36.99
4651,P,191,16.495,2452.589,59.704,97.57,0.976786877,5,31.67911148,52.55
4652,P,201,17.123,2781.109,23.927,99.14,1.446932567,4,31.67911148,55.33
4653,P,71,15.389,814.202,378.818,53.47,1.05156823,3,31.67911148,32.31
4654,P,144,13.648,1515.177,1347.035,11.1,0.903924867,5,31.67911148,40.31
4655,P,134,12.791,1222.655,516.37,57.77,0.839414621,5,31.67911148,37.29
4656,P,202,13.653,2077.574,1542.696,25.75,0.822395567,4,31.67911148,46.58
4657,P,178,16.091,2152.714,1676.887,22.1,1.214433425,5,31.67911148,49.98
4658,P,153,15.957,2058.136,16.173,99.21,0.975963303,5,31.67911148,46.46
4659,P,180,14.387,1967.959,1323.953,32.72,0.861012364,5,31.67911148,46.14
4660,P,176,16.372,2404.01,2152.759,10.45,1.035989433,4,31.67911148,50.39
4661,P,172,15.302,2223.419,981.578,55.85,0.946929379,5,31.67911148,47.4
4662,P,101,14.188,1083.671,925.515,14.59,0.95412515,6,31.67911148,35.62
4663,P,192,15.001,2259.094,1338.914,40.73,1.020580331,4,31.67911148,48.99
4664,P,130,14.327,1400.154,660.396,52.83,0.968210632,5,31.67911148,39.98
4665,P,176,13.839,1749.855,1391.464,20.48,0.882774269,7,31.67911148,44.38
4666,P,216,18.085,2897.555,103.818,96.42,1.294689518,5,31.67911148,59.62
4667,P,206,14.415,2381.354,680.739,71.41,0.953436074,5,31.67911148,48.98
4668,P,142,11.735,1267.255,263.49,79.21,0.7131831,5,31.67911148,35.87
4669,P,195,16.671,2591.614,2006.472,22.58,1.079138886,7,31.67911148,53.47
4670,P,108,17.128,1443.092,7.621,99.47,1.064353359,5,31.67911148,41.88
4671,P,115,17.595,1576.403,1551.769,1.56,1.182682225,5,31.67911148,43.92
4672,P,200,16.313,2708.771,65.097,97.6,1.089979732,6,31.67911148,53.18
4673,P,207,16.709,2572.853,1094.521,57.46,1.093145353,4,31.67911148,55.01
4674,P,167,15.084,1905.28,18.443,99.03,0.937666092,4,31.67911148,46.29
4675,P,170,16.379,2302.392,2390.103,0,1.051975786,4,31.67911148,49.64
4676,P,96,13.657,959.516,160.577,83.26,0.876685069,5,31.67911148,33.94
4677,P,99,14.879,1127.375,592.718,47.42,0.992277323,5,31.67911148,36.51
4678,P,130,14.521,1516.855,118.484,92.19,0.853824896,4,31.67911148,40.37
4679,P,111,12.917,1098.347,12.566,98.86,0.842715322,6,31.67911148,34.7
4680,P,165,16.058,2106.508,74.859,96.45,0.966604064,5,31.67911148,48.26
4681,P,164,16.34,2274.087,28.595,98.74,1.113053745,3,31.67911148,48.76
4682,P,69,13.717,763.669,7.007,99.08,0.896946315,5,31.67911148,29.57
4683,P,115,17.581,1512.79,67.955,95.51,1.093153155,6,31.67911148,43.89
4684,P,127,14.065,1344.041,1134.548,15.59,0.887596369,6,31.67911148,39.06
4685,P,187,18.287,2659.268,147.579,94.45,1.231879177,5,31.67911148,56.32
4686,P,182,17.525,2547.519,2708.495,0,1.238235876,5,31.67911148,53.86
4687,P,142,16.99,1914.555,2025.759,0,1.129034938,4,31.67911148,47.07
4688,P,147,16.805,1874.475,1815.591,3.14,1.080776899,6,31.67911148,47.42
4689,P,189,15.313,2047.409,1394.47,31.89,0.989339708,5,31.67911148,49.42
4690,P,117,14.829,1347.004,39.206,97.09,0.899708773,3,31.67911148,39.16
4691,P,134,15.996,1699.791,1027.709,39.54,1.007203304,5,31.67911148,43.89
4692,P,86,17.074,1164.933,10.543,99.09,1.006069177,3,31.67911148,37.74
4693,P,217,13.95,2264.052,2069.718,8.58,0.839097744,3,31.67911148,48.83
4694,P,181,16.16,2192.897,40.802,98.14,1.057753147,3,31.67911148,50.52
4695,P,82,10.174,620.012,533.371,13.97,0.584504372,5,31.67911148,25.97
4696,P,149,17.211,2109.833,2195.534,0,1.138118015,3,31.67911148,48.56
4697,P,188,17.372,2311.761,2120.99,8.25,1.070742869,4,31.67911148,54.29
4698,P,120,13.644,1346.103,1308.24,2.81,0.863478723,5,31.67911148,37.29
4699,P,168,16.065,2164.428,1896.294,12.39,1.047136913,6,31.67911148,48.66
4700,P,206,16.608,2569.978,69.69,97.29,1.15127463,4,31.67911148,54.64
4701,P,150,16.536,2001.09,13.133,99.34,0.96471858,4,31.67911148,47.28
4702,P,152,16.657,1927.14,1400.043,27.35,1.052608297,4,31.67911148,47.82
4703,P,156,16.829,2069.056,2102.574,0,1.083063392,3,31.67911148,48.75
4704,P,155,18.203,2202.274,2281.673,0,1.025347829,3,31.67911148,51.53
4705,P,218,18.99,2959.182,47.455,98.4,1.347222551,3,31.67911148,62.18
4706,P,157,15.127,1767.322,611.713,65.39,0.956330704,4,31.67911148,45.16
4707,P,215,15.864,2727.143,74.723,97.26,1.130623183,5,31.67911148,53.74
4708,P,164,14.827,1828.53,1400.649,23.4,0.929990905,6,31.67911148,45.34
4709,P,173,18.383,2530.97,40.918,98.38,1.30867801,5,31.67911148,54.57
4710,P,69,15.723,922.839,749.61,18.77,0.960667206,4,31.67911148,32.37
4711,P,106,16.228,1360.49,1096.614,19.4,1.104727154,5,31.67911148,39.98
4712,P,138,17.665,1908.082,1597.323,16.29,1.122353352,4,31.67911148,47.82
4713,P,161,15.007,1891.865,53.041,97.2,1.053078467,5,31.67911148,45.38
4714,P,157,16.277,2019.246,1303.508,35.45,1.089072144,4,31.67911148,47.69
4715,P,65,9.186,460.251,351.347,23.66,0.535158753,5,31.67911148,22.15
4716,P,98,9.474,657.378,582.39,11.41,0.571419955,4,31.67911148,26.52
4717,P,108,13.135,1117.992,326.212,70.82,0.867359292,6,31.67911148,34.71
4718,P,178,15.456,2321.607,126.732,94.54,1.149558082,6,31.67911148,48.48
4719,P,136,17.585,1926.536,1603.005,16.79,1.296446476,3,31.67911148,47.35
4720,P,157,15.596,2021.238,45.771,97.74,1.136072261,5,31.67911148,46.2
4721,P,155,14.723,1807.965,1074.138,40.59,0.997831244,6,31.67911148,44.01
4722,P,157,17.185,2240.506,2083.836,6.99,1.118123556,4,31.67911148,49.66
4723,P,163,17.625,2300.495,1261.171,45.18,1.086387031,2,31.67911148,51.47
4724,P,29,11.515,302.154,247.012,18.25,0.71370133,5,31.67911148,18.47
4725,P,108,14.321,1171.163,16.042,98.63,0.932498426,6,31.67911148,36.9
4726,P,215,15.918,2567.132,269.025,89.52,0.983624791,3,31.67911148,53.88
4727,P,218,17.875,2960.661,1933.528,34.69,1.271621374,7,31.67911148,59.33
4728,P,190,17.021,2470.265,227.241,90.8,1.203634735,3,31.67911148,53.7
4729,W,61,8.359,372.839,412.664,0,1.194484138,7,33.08100128,20.32
4730,W,70,7.065,348.616,389.138,0,1.077638804,3,33.08100128,19.14
4731,W,50,7.34,303.356,306.849,0,1.104324015,5,33.08100128,17.37
4732,W,67,7.482,399.212,428.311,0,1.0577923,9,33.08100128,19.57
4733,W,69,6.73,368.976,422.798,0,0.950967924,7,33.08100128,18.44
4734,W,67,7.765,419.845,459.452,0,1.081626968,4,33.08100128,20.05
4735,W,65,6.995,368.634,388.828,0,1.043251305,5,33.08100128,18.51
4736,W,58,8.022,350.152,421.225,0,0.907158204,1,33.08100128,19.41
4737,W,53,9.076,390.815,438.285,0,1.002872928,1,33.08100128,20.31
4738,W,63,8.668,414.692,455.785,0,1.055100219,3,33.08100128,21.06
4739,W,69,8.826,439.883,521.455,0,1.064065778,5,33.08100128,22.07
4740,W,67,7.361,392.31,434.631,0,0.989355125,5,33.08100128,19.36
4741,W,62,7.048,302.453,226.288,25.18,1.020857474,8,33.08100128,18.29
4742,W,64,8.329,371.606,329.277,11.39,1.023290508,7,33.08100128,20.64
4743,W,56,7.579,352.227,234.924,33.3,0.892395096,8,33.08100128,18.47
4744,W,57,6.44,268.856,224.994,16.31,0.994509266,9,33.08100128,16.74
4745,W,57,7.919,349.647,123.378,64.71,0.971224455,8,33.08100128,19.13
4746,W,63,7.237,351.82,277.113,21.23,1.13610675,9,33.08100128,18.72
4747,W,57,8.237,354.96,425.451,0,1.214518586,9,33.08100128,19.62
4748,W,61,6.933,311.899,378.697,0,1.02763127,12,33.08100128,17.99
4749,W,62,7.843,381.108,429.528,0,1.03857868,9,33.08100128,19.61
4750,W,57,6.629,324.038,383.657,0,0.923503434,10,33.08100128,17.06
4751,W,54,6.942,312.815,344.145,0,0.882931517,9,33.08100128,17.23
4752,W,54,7.099,293.156,265.139,9.56,1.00430071,10,33.08100128,17.48
4753,W,57,6.558,275.959,355.016,0,0.885817199,12,33.08100128,16.94
4754,W,57,8.718,345.841,452.552,0,1.21029169,9,33.08100128,20.35
4755,W,61,8.567,397.576,477.344,0,1.047091074,7,33.08100128,20.65
4756,W,62,8.494,387.932,375.831,3.12,1.024669763,10,33.08100128,20.66
4757,W,70,8.159,438.882,485.34,0,1.022213313,10,33.08100128,21.06
4758,W,63,8.687,412.045,466.923,0,1.055115454,9,33.08100128,21.09
4759,W,67,7.847,399.582,455.184,0,1.023076923,8,33.08100128,20.19
4760,W,50,7.103,263.801,321.022,0,0.863691634,7,33.08100128,17.01
4761,W,63,7.716,330.907,362.392,0,1.02363309,7,33.08100128,19.52
4762,W,61,5.711,285.801,319.632,0,0.710058436,9,33.08100128,15.86
4763,W,60,7.464,348.259,394.636,0,0.867402673,7,33.08100128,18.76
4764,W,58,6.515,281.484,343.74,0,0.782077638,8,33.08100128,16.97
4765,W,62,7.231,347.174,430.675,0,0.89926626,11,33.08100128,18.6
4766,W,63,7.791,373.335,436.293,0,0.949183057,9,33.08100128,19.64
4767,W,64,8.661,444.166,507.571,0,1.035509326,12,33.08100128,21.18
4768,W,58,8.35,346.371,369.846,0,1.022232016,5,33.08100128,19.92
4769,W,61,8.628,430.722,486.251,0,1.022056907,10,33.08100128,20.74
4770,W,66,8.001,394.286,464.151,0,0.99372102,9,33.08100128,20.34
4771,W,52,7.903,318.963,388.542,0,0.950713968,10,33.08100128,18.46
4772,W,52,8.685,361.518,129.085,64.29,0.966909946,9,33.08100128,19.6
4773,W,56,8.454,383.536,443.33,0,1.047363009,10,33.08100128,19.82
4774,W,57,7.935,346.681,404.662,0,0.951758384,5,33.08100128,19.15
4775,W,52,8.032,296.423,349.464,0,1.082250582,14,33.08100128,18.65
4776,W,65,8.576,383.815,430.649,0,1.064797826,9,33.08100128,21.17
4777,W,66,8.68,423.57,472.09,0,1.088615759,7,33.08100128,21.46
4778,W,69,8.244,442.794,498.527,0,0.911084642,9,33.08100128,21.09
4779,W,57,8.763,400.747,1.719,99.57,0.955720362,11,33.08100128,20.42
4780,W,11,3.476,31.062,0.91,97.07,NA,0,33.08100128,6.98
4781,W,4,4.486,16.87,15.633,7.33,0.78037749,2,33.08100128,5.73
4782,W,9,5.452,46.087,57.02,0,1.228435165,6,33.08100128,8.1
4783,W,11,6.045,56.426,77.204,0,1.349581395,6,33.08100128,9.11
4784,W,5,3.17,12.907,31.557,0,0.546740255,2,33.08100128,5.35
4785,W,6,3.196,14.743,37.721,0,0.866171608,5,33.08100128,5.65
4786,W,7,4.54,29.46,34.753,0,1.016266229,6,33.08100128,6.87
4787,W,7,4.599,26.662,28.335,0,1.314845258,8,33.08100128,6.91
4788,W,6,2.92,13.702,31.548,0,0.683920834,6,33.08100128,5.44
